Date,Position,Track,Artists,Streams
2020-09-07,8,Mami,"Ptazeta, Juacko",287487
2020-09-07,9,Caramelo,Ozuna,280423
2020-09-07,10,A Güiro,Rafa Pabön,278718
2020-09-07,11,Trendy,"Rvfv, Lola Indigo",270866
2020-09-07,12,Carita de Inocente (feat. Myke Towers) - Remix,Prince Royce,228239
2020-09-07,13,Como Estrellas,LA YOUNG,227665
2020-09-07,14,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,210604
2020-09-07,15,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",201586
2020-09-07,16,Relación,Sech,199324
2020-09-07,17,Djadja (feat. Maluma) - Remix,Aya Nakamura,197335
2020-09-07,18,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,196083
2020-09-07,19,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",193408
2020-09-07,20,Enemigos Ocultos,"Ozuna, Wisin, Myke Towers, Arcangel, Juanka, Cosculluela",191912
2020-09-07,21,El Manual,Anuel AA,187713
2020-09-07,22,Santería,"Lola Indigo, Danna Paola, Denise Rosenthal",187538
2020-09-07,23,Madrid (feat. Myke Towers),Maluma,185316
2020-09-07,24,Fabuloso,"Sech, Justin Quiles",183267
2020-09-07,25,Flamenkito,"Lérica, Belinda",173390
2020-09-07,26,El Hipo,"Danny Romero, Juan Magán",167746
2020-09-07,27,Mil Tequilas,Chema Rivas,163292
2020-09-07,28,Despeinada,"Ozuna, Camilo",157393
2020-09-07,29,PAM,"Justin Quiles, Daddy Yankee, El Alfa",156968
2020-09-07,30,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",156177
2020-09-07,31,Mi Cuarto,Jerry Di,151452
2020-09-07,32,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","Feid, J Balvin, Justin Quiles",150441
2020-09-07,33,Jeans,Justin Quiles,145080
2020-09-07,34,Favorito,Camilo,141479
2020-09-07,35,Se iluminaba,"Fred De Palma, Ana Mena",136252
2020-09-07,36,Cucu,"Lennis Rodriguez, Juan Magán",136034
2020-09-07,37,Sur y Norte,"Ñengo Flow, Anuel AA",133763
2020-09-07,38,Dembow 2020,"Yandel, Rauw Alejandro",132805
2020-09-07,39,Blinding Lights,The Weeknd,132569
2020-09-07,40,Breaking Me,"Topic, A7S",125951
2020-09-07,41,34 Amor y Mafia,"JC Reyes, Camin",124594
2020-09-07,42,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",123402
2020-09-07,43,Tusa,"KAROL G, Nicki Minaj",123250
2020-09-07,44,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",122184
2020-09-07,45,Pa toda la vida (feat. Mozart La Para),Don Patricio,121854
2020-09-07,46,Jangueo,"Anuel AA, Tego Calderon",117625
2020-09-07,47,Caramelo - Remix,"Ozuna, KAROL G, Myke Towers",116912
2020-09-07,48,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",113983
2020-09-07,49,El Mismo Aire - con Pablo Alborán,Camilo,113326
2020-09-07,50,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",111092
2020-09-07,51,Una Locura,"Ozuna, J Balvin, Chencho Corleone",103767
2020-09-07,52,Sueño (con Pablo Alborán),Beret,101915
2020-09-07,53,Dime Bbsita Remix,"Robledo, Ovy On The Drums, Lalo Ebratt, Omar Montes, Alex Martini",101502
2020-09-07,54,Dime Cuantas Veces (Remix) [feat. Justin Quiles],"Micro TDH, Rels B, Lenny Tavárez",101298
2020-09-07,55,Si Tú La Quieres,"David Bisbal, Aitana",96215
2020-09-07,56,ROCKSTAR (feat. Roddy Ricch),DaBaby,94964
2020-09-07,57,Más De Lo Que Aposté,"Aitana, Morat",88127
2020-09-07,58,Reggaetonera,Anuel AA,87355
2020-09-07,59,Una Mala (Remix),"El Completo Rd, Chimbala",82969
2020-09-07,60,Como Llora,Juanfran,80103
2020-09-07,61,Flexin',"Lit Killah, Bizarrap",79449
2020-09-07,62,"Elegí (feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles) - Remix","Rauw Alejandro, Dalex, Lenny Tavárez",78466
2020-09-07,63,Por Mi Reggae Muero 2020,"Yandel, Anuel AA",78391
2020-09-07,64,Watermelon Sugar,Harry Styles,77288
2020-09-07,65,Bailemos,Dani Fernández,77066
2020-09-07,66,Parce (feat. Justin Quiles),"Maluma, Lenny Tavárez",75969
2020-09-07,67,El Efecto,"Rauw Alejandro, Chencho Corleone",75713
2020-09-07,68,WAP (feat. Megan Thee Stallion),Cardi B,72756
2020-09-07,69,Del Mar,"Ozuna, Doja Cat, Sia",71560
2020-09-07,70,Nunca Estoy,C. Tangana,71319
2020-09-07,71,No Se Da Cuenta,"Ozuna, Daddy Yankee",70930
2020-09-07,72,Locura,"Cali Y El Dandee, Sebastian Yatra",70379
2020-09-07,73,Cuando Éramos Dos,"Sinsinati, Álvaro De Luna",68857
2020-09-07,74,Dance Monkey,Tones And I,68328
2020-09-07,75,ADMV,Maluma,67522
2020-09-07,76,"Hola, Nena (feat. Omar Montes)",Nyno Vargas,67002
2020-09-07,77,Mood (feat. iann dior),24kGoldn,66902
2020-09-07,78,Rojo,J Balvin,65329
2020-09-07,79,Roses - Imanbek Remix,SAINt JHN,65256
2020-09-07,80,TKN (feat. Travis Scott),ROSALÍA,65248
2020-09-07,81,High (Remix),"Maria Becerra, TINI, Lola Indigo",65223
2020-09-07,82,Indios y Vaqueros,"Sinsinati, Álvaro De Luna",65137
2020-09-07,83,La Tóxica,Farruko,64350
2020-09-07,84,Amarillo,J Balvin,63736
2020-09-07,85,La Presión,"Lalo Ebratt, Manuel Turizo",63660
2020-09-07,86,+,"Aitana, Cali Y El Dandee",62977
2020-09-07,87,Sola & Vacía,"Casper Magico, Anuel AA",62504
2020-09-07,88,A Un Paso De La Luna,"Ana Mena, Rocco Hunt",62025
2020-09-07,89,Una Foto en Blanco y Negro,"David Otero, Taburete",61745
2020-09-07,90,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",61083
2020-09-07,91,Tak Tiki Tak,Harry Nach,60521
2020-09-07,92,Jerusalema (feat. Nomcebo Zikode),Master KG,60074
2020-09-07,93,Alocao (With Bad Gyal),Omar Montes,59646
2020-09-07,94,Normal,Morad,59355
2020-09-07,95,Quiéreme Mientras Se Pueda,Manuel Turizo,59046
2020-09-07,96,China,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",58746
2020-09-07,97,Quédate conmigo,"Pole., Pilar Moxó",58227
2020-09-07,98,Me Vale,Miki Núñez,57774
2020-09-07,99,Colocao,Nicki Nicole,57732
2020-09-07,100,Don't Start Now,Dua Lipa,56673
2020-09-07,101,Como Si Fueras a Morir Mañana,Leiva,56399
2020-09-07,102,Before You Go,Lewis Capaldi,56313
2020-09-07,103,Yo Perreo Sola,Bad Bunny,56059
2020-09-07,104,Llegará,Myke Towers,55928
2020-09-07,105,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",55665
2020-09-07,106,Se Te Nota,Chema Rivas,54938
2020-09-07,107,Narcos,Anuel AA,54838
2020-09-07,108,Pegao / Me Miro y La Mire (TikTok Hit),Omega,54738
2020-09-07,109,A Correr los Lakers (Remix),"El Alfa, Nicky Jam, Ozuna, Arcangel, Secreto ""El Famoso Biberon""",53877
2020-09-07,110,ily (i love you baby) (feat. Emilee),Surf Mesa,53246
2020-09-07,111,BAD CON NICKY,"Bad Bunny, Nicky Jam",52885
2020-09-07,112,Rain On Me (with Ariana Grande),Lady Gaga,52833
2020-09-07,113,TBT,"Sebastian Yatra, Rauw Alejandro, Manuel Turizo",52399
2020-09-07,114,Kings & Queens,Ava Max,52283
2020-09-07,115,Eso Que Tú Me Das,Jarabe De Palo,52106
2020-09-07,116,Diosa,Myke Towers,51644
2020-09-07,117,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,51468
2020-09-07,118,Si por mi fuera,Beret,51410
2020-09-07,119,Enemigos,"Aitana, Reik",51149
2020-09-07,120,Qué Bonito Es Querer,Manuel Carrasco,49490
2020-09-07,121,Dynamite,BTS,48259
2020-09-07,122,Kikiki (feat. Yay),Kidd Keo,47981
2020-09-07,123,Batmóvil - Remix,"Hens, Pole., Funzo & BaLoud",47976
2020-09-07,124,Singapur,"El Alfa, Chael Produciendo",47541
2020-09-07,125,Tattoo,Rauw Alejandro,47338
2020-09-07,126,Break My Heart,Dua Lipa,47264
2020-09-07,127,Sangría - con WOS,"Trueno, Taiu, TATOOL, Evlay",46180
2020-09-07,128,Me Provocas,"Dynoro, Fumaratto",45875
2020-09-07,129,Bajo La Mesa,"Morat, Sebastian Yatra",45852
2020-09-07,130,Anaranjado,"Jowell & Randy, J Balvin",45786
2020-09-07,131,El Fin del Mundo,"La La Love You, Axolotes Mexicanos",45782
2020-09-07,132,Diablo en Mujer,"Yandel, Myke Towers, Natti Natasha, Darell",45680
2020-09-07,133,Azul,J Balvin,45588
2020-09-07,134,Heather,Conan Gray,45495
2020-09-07,135,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",45490
2020-09-07,136,Physical,Dua Lipa,45301
2020-09-07,137,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez",44544
2020-09-07,138,Nada,"Cali Y El Dandee, Danna Paola",44480
2020-09-07,139,Soldadito de Hierro,Nil Moliner,44374
2020-09-07,140,Rutina,Myke Towers,44330
2020-09-07,141,Si Me Dices Que Sí,"Reik, Farruko, Camilo",44190
2020-09-07,142,Morado,J Balvin,44069
2020-09-07,143,Me Gusta,"Shakira, Anuel AA",43993
2020-09-07,144,Laugh Now Cry Later (feat. Lil Durk),Drake,43725
2020-09-07,145,DOSIS,"Dvicio, Reik, ChocQuibTown",43672
2020-09-07,146,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",43290
2020-09-07,147,Fuera De Mi Mente,"Lérica, Juan Magán",43267
2020-09-07,148,PA' ROMPERLA,"Bad Bunny, Don Omar",42841
2020-09-07,149,No La Mires,"Ozuna, Jhay Cortez",42707
2020-09-07,150,PORFA,"Feid, Justin Quiles",42632
2020-09-07,151,Envidiosos,"Maka, Bandaga",42575
2020-09-07,152,Soldadito marinero,Fito y Fitipaldis,42410
2020-09-07,153,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",42116
2020-09-07,154,La Difícil,Bad Bunny,41835
2020-09-07,155,La Calle,"Alex Sensation, Myke Towers, Jhay Cortez, Arcangel, De La Ghetto, Darell",41531
2020-09-07,156,Someone You Loved,Lewis Capaldi,41438
2020-09-07,157,Dime Bbsita,"Robledo, Alex Martini",41357
2020-09-07,158,Presiento,"Morat, Aitana",41254
2020-09-07,159,4K,"El Alfa, Darell, Noriel",41164
2020-09-07,160,De Tranquilote,"Danny Romero, Lérica",40972
2020-09-07,161,POPSTAR (feat. Drake),DJ Khaled,40949
2020-09-07,162,Princesas,Pereza,40464
2020-09-07,163,Mi Religión,Nil Moliner,40437
2020-09-07,164,death bed (coffee for your head),"Powfu, beabadoobee",40295
2020-09-07,165,Muchacha,"Gente De Zona, Becky G",40070
2020-09-07,166,Contando Lunares (feat. Cruz Cafuné),Don Patricio,40059
2020-09-07,167,Midnight Sky,Miley Cyrus,39861
2020-09-07,168,Aún me amas,Beret,39705
2020-09-07,169,Say So,Doja Cat,39649
2020-09-07,170,Cicatrices,Natos y Waor,39583
2020-09-07,171,Indeciso,"Reik, J Balvin, Lalo Ebratt",39414
2020-09-07,172,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",39333
2020-09-07,173,Papara,Morad,39097
2020-09-07,174,Los Huesos,"Dani Martín, Juanes",38936
2020-09-07,175,Bobo,Morad,38735
2020-09-07,176,Ñeri,"Trueno, Taiu, TATOOL",38425
2020-09-07,177,Ponte Pa' Mi,"Rauw Alejandro, Myke Towers, Sky Rompiendo",38082
2020-09-07,178,La Bebe - Remix,"Anuel AA, Cardi B, Black Jonas Point, Secreto ""El Famoso Biberon"", Liro Shaq",37917
2020-09-07,179,Perdío,"Lérica, Maikel Delacalle",37837
2020-09-07,180,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",37472
2020-09-07,181,Me Equivocaré,Antonio José,37401
2020-09-07,182,La flaca,Jarabe De Palo,37322
2020-09-07,183,A Dónde Vamos,Morat,37287
2020-09-07,184,Mi Niña,Ozuna,36966
2020-09-07,185,Pegamos Tela,"Lérica, Omar Montes, Abraham Mateo",36905
2020-09-07,186,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",36902
2020-09-07,187,+Linda,Dalex,36717
2020-09-07,188,Esto No Acaba,"Ozuna, Nicky Jam",36647
2020-09-07,189,Relaciones,Lunay,36542
2020-09-07,190,El Farsante,Ozuna,36454
2020-09-07,191,Que Tú Esperas,"Ozuna, Zion & Lennox",36311
2020-09-07,192,Veneno,"Delaossa, KIDDO, J.Moods",36030
2020-09-07,193,Que Mal Te Fue,Natti Natasha,35747
2020-09-07,194,Muévelo,"Nicky Jam, Daddy Yankee",35696
2020-09-07,195,Roma,Pole.,35497
2020-09-07,196,Tutu,"Camilo, Pedro Capó",35183
2020-09-07,197,Rueda - Remix,"Chimbala, Juan Magán, Omar Montes, PV Aparataje",35181
2020-09-07,198,Como Camarón,Estopa,35112
2020-09-07,199,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,35056
2020-09-07,200,Some Say,Nea,34825
2020-09-08,1,Hawái,Maluma,526974
2020-09-08,2,Relación - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",505773
2020-09-08,3,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA,462914
2020-09-08,4,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",435648
2020-09-08,5,"Ay, DiOs Mío!",KAROL G,312051
2020-09-08,6,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",310200
2020-09-08,7,Tattoo - Remix with Camilo,Rauw Alejandro,309195
2020-09-08,8,Mami,"Ptazeta, Juacko",295928
2020-09-08,9,A Güiro,Rafa Pabön,274169
2020-09-08,10,Caramelo,Ozuna,272012
2020-09-08,11,Trendy,"Rvfv, Lola Indigo",271845
2020-09-08,12,Como Estrellas,LA YOUNG,229874
2020-09-08,13,Carita de Inocente (feat. Myke Towers) - Remix,Prince Royce,229768
2020-09-08,14,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,206428
2020-09-08,15,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,202101
2020-09-08,16,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",199517
2020-09-08,17,Djadja (feat. Maluma) - Remix,Aya Nakamura,194545
2020-09-08,18,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",188590
2020-09-08,19,Madrid (feat. Myke Towers),Maluma,187150
2020-09-08,20,El Manual,Anuel AA,184571
2020-09-08,21,Enemigos Ocultos,"Ozuna, Wisin, Myke Towers, Arcangel, Juanka, Cosculluela",184120
2020-09-08,22,Fabuloso,"Sech, Justin Quiles",179917
2020-09-08,23,Relación,Sech,178689
2020-09-08,24,Santería,"Lola Indigo, Danna Paola, Denise Rosenthal",178118
2020-09-08,25,Despeinada,"Ozuna, Camilo",176761
2020-09-08,26,El Hipo,"Danny Romero, Juan Magán",171592
2020-09-08,27,Flamenkito,"Lérica, Belinda",170978
2020-09-08,28,Mi Cuarto,Jerry Di,156901
2020-09-08,29,PAM,"Justin Quiles, Daddy Yankee, El Alfa",154098
2020-09-08,30,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",153245
2020-09-08,31,Mil Tequilas,Chema Rivas,153019
2020-09-08,32,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","Feid, J Balvin, Justin Quiles",151668
2020-09-08,33,Una Locura,"Ozuna, J Balvin, Chencho Corleone",151283
2020-09-08,34,Favorito,Camilo,143319
2020-09-08,35,Cucu,"Lennis Rodriguez, Juan Magán",140027
2020-09-08,36,Se iluminaba,"Fred De Palma, Ana Mena",137844
2020-09-08,37,Blinding Lights,The Weeknd,137830
2020-09-08,38,Jeans,Justin Quiles,137595
2020-09-08,39,Dembow 2020,"Yandel, Rauw Alejandro",135285
2020-09-08,40,Sur y Norte,"Ñengo Flow, Anuel AA",133726
2020-09-08,41,34 Amor y Mafia,"JC Reyes, Camin",132437
2020-09-08,42,Breaking Me,"Topic, A7S",131306
2020-09-08,43,Tusa,"KAROL G, Nicki Minaj",128086
2020-09-08,44,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",126924
2020-09-08,45,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",117169
2020-09-08,46,Jangueo,"Anuel AA, Tego Calderon",116650
2020-09-08,47,El Mismo Aire - con Pablo Alborán,Camilo,115458
2020-09-08,48,Pa toda la vida (feat. Mozart La Para),Don Patricio,115311
2020-09-08,49,Caramelo - Remix,"Ozuna, KAROL G, Myke Towers",112794
2020-09-08,50,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",111590
2020-09-08,51,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",109941
2020-09-08,52,Si Tú La Quieres,"David Bisbal, Aitana",101108
2020-09-08,53,Dime Bbsita Remix,"Robledo, Ovy On The Drums, Lalo Ebratt, Omar Montes, Alex Martini",98924
2020-09-08,54,Dime Cuantas Veces (Remix) [feat. Justin Quiles],"Micro TDH, Rels B, Lenny Tavárez",96077
2020-09-08,55,ROCKSTAR (feat. Roddy Ricch),DaBaby,95989
2020-09-08,56,Sueño (con Pablo Alborán),Beret,93566
2020-09-08,57,Más De Lo Que Aposté,"Aitana, Morat",88210
2020-09-08,58,Reggaetonera,Anuel AA,85013
2020-09-08,59,High (Remix),"Maria Becerra, TINI, Lola Indigo",83601
2020-09-08,60,Una Mala (Remix),"El Completo Rd, Chimbala",83168
2020-09-08,61,Mood (feat. iann dior),24kGoldn,83069
2020-09-08,62,Watermelon Sugar,Harry Styles,80605
2020-09-08,63,Como Llora,Juanfran,79975
2020-09-08,64,Jerusalema (feat. Nomcebo Zikode),Master KG,78324
2020-09-08,65,Bailemos,Dani Fernández,77282
2020-09-08,66,Por Mi Reggae Muero 2020,"Yandel, Anuel AA",76962
2020-09-08,67,Parce (feat. Justin Quiles),"Maluma, Lenny Tavárez",75944
2020-09-08,68,"Elegí (feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles) - Remix","Rauw Alejandro, Dalex, Lenny Tavárez",75014
2020-09-08,69,Pegao / Me Miro y La Mire (TikTok Hit),Omega,73540
2020-09-08,70,El Efecto,"Rauw Alejandro, Chencho Corleone",73481
2020-09-08,71,Locura,"Cali Y El Dandee, Sebastian Yatra",72871
2020-09-08,72,No Se Da Cuenta,"Ozuna, Daddy Yankee",71603
2020-09-08,73,WAP (feat. Megan Thee Stallion),Cardi B,71240
2020-09-08,74,Nunca Estoy,C. Tangana,69904
2020-09-08,75,Del Mar,"Ozuna, Doja Cat, Sia",69750
2020-09-08,76,Rojo,J Balvin,68083
2020-09-08,77,Dance Monkey,Tones And I,67840
2020-09-08,78,Flexin',"Lit Killah, Bizarrap",66876
2020-09-08,79,Cuando Éramos Dos,"Sinsinati, Álvaro De Luna",66594
2020-09-08,80,Indios y Vaqueros,"Sinsinati, Álvaro De Luna",66294
2020-09-08,81,Roses - Imanbek Remix,SAINt JHN,66177
2020-09-08,82,+,"Aitana, Cali Y El Dandee",65533
2020-09-08,83,La Tóxica,Farruko,64959
2020-09-08,84,TKN (feat. Travis Scott),ROSALÍA,64490
2020-09-08,85,ADMV,Maluma,64346
2020-09-08,86,Amarillo,J Balvin,64306
2020-09-08,87,"Hola, Nena (feat. Omar Montes)",Nyno Vargas,64249
2020-09-08,88,Una Foto en Blanco y Negro,"David Otero, Taburete",62734
2020-09-08,89,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",62023
2020-09-08,90,A Un Paso De La Luna,"Ana Mena, Rocco Hunt",62004
2020-09-08,91,La Presión,"Lalo Ebratt, Manuel Turizo",61374
2020-09-08,92,ily (i love you baby) (feat. Emilee),Surf Mesa,61313
2020-09-08,93,Quiéreme Mientras Se Pueda,Manuel Turizo,60812
2020-09-08,94,Alocao (With Bad Gyal),Omar Montes,60425
2020-09-08,95,Tak Tiki Tak,Harry Nach,60414
2020-09-08,96,Quédate conmigo,"Pole., Pilar Moxó",60137
2020-09-08,97,Normal,Morad,59725
2020-09-08,98,China,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",59109
2020-09-08,99,Me Vale,Miki Núñez,58736
2020-09-08,100,Se Te Nota,Chema Rivas,58499
2020-09-08,101,Before You Go,Lewis Capaldi,57727
2020-09-08,102,Don't Start Now,Dua Lipa,57143
2020-09-08,103,Colocao,Nicki Nicole,56664
2020-09-08,104,Yo Perreo Sola,Bad Bunny,56257
2020-09-08,105,Rain On Me (with Ariana Grande),Lady Gaga,56188
2020-09-08,106,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",55755
2020-09-08,107,Enemigos,"Aitana, Reik",55568
2020-09-08,108,Como Si Fueras a Morir Mañana,Leiva,54927
2020-09-08,109,Narcos,Anuel AA,54481
2020-09-08,110,Llegará,Myke Towers,54041
2020-09-08,111,Diosa,Myke Towers,52456
2020-09-08,112,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,52152
2020-09-08,113,A Correr los Lakers (Remix),"El Alfa, Nicky Jam, Ozuna, Arcangel, Secreto ""El Famoso Biberon""",52131
2020-09-08,114,TBT,"Sebastian Yatra, Rauw Alejandro, Manuel Turizo",52053
2020-09-08,115,Eso Que Tú Me Das,Jarabe De Palo,51631
2020-09-08,116,Sola & Vacía,"Casper Magico, Anuel AA",51162
2020-09-08,117,Kings & Queens,Ava Max,50830
2020-09-08,118,Si por mi fuera,Beret,50569
