Date,Position,Track,Artists,Streams
2020-01-02,194,Santa María (Feat. Busy Signal),Bad Gyal,32955
2020-01-02,195,Lalala,"Y2K, bbno$",32920
2020-01-02,196,Only Human,Jonas Brothers,32872
2020-01-02,197,Mi Religión,Nil Moliner,32844
2020-01-02,198,YYANOSÉ,"Israel B, LOWLIGHT",32795
2020-01-02,199,Liar,Camila Cabello,32710
2020-01-02,200,Patek,"Ozuna, Anuel AA, Snoop Dogg",32655
2020-01-03,1,Tusa,"KAROL G, Nicki Minaj",447837
2020-01-03,2,Alocao (With Bad Gyal),Omar Montes,301600
2020-01-03,3,Dance Monkey,Tones And I,288477
2020-01-03,4,+,"Aitana, Cali Y El Dandee",260598
2020-01-03,5,Vete,Bad Bunny,236845
2020-01-03,6,Zorra,Bad Gyal,235843
2020-01-03,7,Indeciso,"Reik, J Balvin, Lalo Ebratt",231467
2020-01-03,8,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",229391
2020-01-03,9,Whine Up,"Nicky Jam, Anuel AA",223519
2020-01-03,10,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",222217
2020-01-03,11,Blanco,J Balvin,219606
2020-01-03,12,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",201025
2020-01-03,13,Aventura,"Lunay, Ozuna, Anuel AA",194810
2020-01-03,14,Si por mi fuera,Beret,194339
2020-01-03,15,Easy - Remix,"Jhay Cortez, Ozuna",182041
2020-01-03,16,Fantasias,"Rauw Alejandro, Farruko",181569
2020-01-03,17,Rueda,Chimbala,159537
2020-01-03,18,Se iluminaba,"Fred De Palma, Ana Mena",159055
2020-01-03,19,Adicto (with Anuel AA & Ozuna),Tainy,153138
2020-01-03,20,Sigues Con El,"Dímelo Flow, Arcangel, Sech",146587
2020-01-03,21,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",146083
2020-01-03,22,Hasta Que Salga el Sol,Ozuna,139925
2020-01-03,23,Fuera De Mi Mente,"Lérica, Juan Magán",138518
2020-01-03,24,Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",137079
2020-01-03,25,Te Quemaste,"Manuel Turizo, Anuel AA",136787
2020-01-03,26,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",130928
2020-01-03,27,La Cama,"Lunay, Myke Towers",125280
2020-01-03,28,Si Te Vas,"Sech, Ozuna",125035
2020-01-03,29,B11 (feat. Myke Towers),"Rvssian, Darell, Zion & Lennox",123968
2020-01-03,30,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",120684
2020-01-03,31,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",115621
2020-01-03,32,Prendío,Rvfv,115368
2020-01-03,33,A Dónde Vamos,Morat,113515
2020-01-03,34,Fantasía,Ozuna,113270
2020-01-03,35,Tabú,"Pablo Alborán, Ava Max",113022
2020-01-03,36,ROXANNE,Arizona Zervas,112993
2020-01-03,37,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",108652
2020-01-03,38,Callaita,"Bad Bunny, Tainy",107963
2020-01-03,39,Qué Bonito Es Querer,Manuel Carrasco,107638
2020-01-03,40,Indios y Vaqueros,"Sinsinati, Álvaro De Luna",106525
2020-01-03,41,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, Natti Natasha, Farruko",105083
2020-01-03,42,De Tranquilote,"Danny Romero, Lérica",104399
2020-01-03,43,Contando Lunares (feat. Cruz Cafuné),Don Patricio,103909
2020-01-03,44,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",102537
2020-01-03,45,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",100386
2020-01-03,46,Señorita,"Shawn Mendes, Camila Cabello",96417
2020-01-03,47,105 F Remix,"KEVVO, Farruko, Chencho Corleone, Arcangel, Darell, Ñengo Flow, Brytiago, Myke Towers",94254
2020-01-03,48,Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",94139
2020-01-03,49,Con Altura,"ROSALÍA, J Balvin, El Guincho",93780
2020-01-03,50,Memories,Maroon 5,93496
2020-01-03,51,Goteo,Duki,91305
2020-01-03,52,Falling,Trevor Daniel,87171
2020-01-03,53,Tutu,"Camilo, Pedro Capó",85454
2020-01-03,54,Yummy,Justin Bieber,84336
2020-01-03,55,Presiento,"Morat, Aitana",84314
2020-01-03,56,Don't Start Now,Dua Lipa,83691
2020-01-03,57,Ella No Quiere Rosé,"Rvfv, Bandaga",81126
2020-01-03,58,Que Tire Pa Lante,Daddy Yankee,78625
2020-01-03,59,Me Equivocaré,Antonio José,78314
2020-01-03,60,Infeliz,"Arcangel, Bad Bunny",77457
2020-01-03,61,De Ti Me Olvido,"Love Yi, Recycled J, Naes Beats",73543
2020-01-03,62,Bésame,"David Bisbal, Juan Magán",73125
2020-01-03,63,LA CANCIÓN,"J Balvin, Bad Bunny",73116
2020-01-03,64,LowKey,Bryant Myers,72834
2020-01-03,65,Sueño (con Pablo Alborán),Beret,71595
2020-01-03,66,Hookah,Bad Gyal,71443
2020-01-03,67,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake, J Balvin",67256
2020-01-03,68,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,67048
2020-01-03,69,bad guy,Billie Eilish,66707
2020-01-03,70,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",66638
2020-01-03,71,No Te Debí Besar,"C. Tangana, Paloma Mami",66540
2020-01-03,72,Me Quedo,"Aitana, Lola Indigo",66420
2020-01-03,73,Me vas a ver,Beret,65533
2020-01-03,74,MALA SANTA,Becky G,65390
2020-01-03,75,Disparos,Dani Fernández,64596
2020-01-03,76,Con Calma,"Daddy Yankee, Snow",62805
2020-01-03,77,Me llama,Beret,62692
2020-01-03,78,Calma - Remix,"Pedro Capó, Farruko",62603
2020-01-03,79,DOSIS,"Dvicio, Reik, ChocQuibTown",62173
2020-01-03,80,Soldadito de Hierro,Nil Moliner,61867
2020-01-03,81,Gan-Ga - Remix,"Bryant Myers, Anuel AA",61759
2020-01-03,82,No Vuelvas Más,Darell,61716
2020-01-03,83,En Tus Planes,David Bisbal,61382
2020-01-03,84,Con La Miel En Los Labios,Aitana,60864
2020-01-03,85,Djadja,Aya Nakamura,59467
2020-01-03,86,Ayy Macarena,Tyga,59382
2020-01-03,87,Piensan,"Haze, Myke Towers",58493
2020-01-03,88,Easy,Jhay Cortez,58027
2020-01-03,89,everything i wanted,Billie Eilish,57964
2020-01-03,90,Someone You Loved,Lewis Capaldi,56827
2020-01-03,91,Lola Bunny,"Lola Indigo, Don Patricio",56747
2020-01-03,92,Cuerpo en Venta,"Noriel, Myke Towers, Rauw Alejandro, Almighty",56702
2020-01-03,93,Déjate Querer,"Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds",56673
2020-01-03,94,I Don't Care (with Justin Bieber),Ed Sheeran,56586
2020-01-03,95,Circles,Post Malone,56164
2020-01-03,96,A Escondidas,"$kyhook, Morad",55970
2020-01-03,97,Diavla,"Chris Viz, Young Vene",54230
2020-01-03,98,15+1,El Greco,53782
2020-01-03,99,Atrévete,"Nicky Jam, Sech",53671
2020-01-03,100,Qué Pena,"Maluma, J Balvin",53245
2020-01-03,101,Lo siento,Beret,53179
2020-01-03,102,Vas A Quedarte,Aitana,52120
2020-01-03,103,No Te Preocupes por Mi,Leiva,52022
2020-01-03,104,La Mentira (feat. Joaquín Sabina),Dani Martín,51682
2020-01-03,105,11 PM,Maluma,50782
2020-01-03,106,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dímelo Flow,50038
2020-01-03,107,Como Si Fueras a Morir Mañana,Leiva,49568
2020-01-03,108,Apriétala,"Rvfv, Pablo Mas",49196
2020-01-03,109,X.O.X.O.,"Pedro Calderon, D' La Crem",48867
2020-01-03,110,Te Robaré,"Nicky Jam, Ozuna",48786
2020-01-03,111,Velitas,"Darell, Brytiago",48716
2020-01-03,112,5 Sentidos,"Dvicio, Taburete",48444
2020-01-03,113,La Playa - Remix,"Myke Towers, Maluma, Farruko",48431
2020-01-03,114,Adan y Eva,Paulo Londra,48348
2020-01-03,115,Mi Error - Remix,"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay",48041
2020-01-03,116,Te esperaré toda la vida,Dani Fernández,48032
2020-01-03,117,Enchochado de Ti,Don Patricio,47881
2020-01-03,118,Un Año,"Sebastian Yatra, Reik",47803
2020-01-03,119,Desde cero (con Melendi),Beret,47551
2020-01-03,120,Fuego,Estopa,47032
2020-01-03,121,Mirándote,Rvfv,46340
2020-01-03,122,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",46130
2020-01-03,123,Baila Conmigo (feat. Kelly Ruiz),"Dayvi, Victor Cardenas, Kelly Ruíz",46057
2020-01-03,124,Cicatrices (feat. Indara),Sergio Contreras,46035
2020-01-03,125,Shallow,"Lady Gaga, Bradley Cooper",46007
2020-01-03,126,Rutina,Myke Towers,45979
2020-01-03,127,Lose You To Love Me,Selena Gomez,45903
2020-01-03,128,Bonita,"Juanes, Sebastian Yatra",45526
2020-01-03,129,QUE PRETENDES,"J Balvin, Bad Bunny",45498
2020-01-03,130,Beautiful People (feat. Khalid),Ed Sheeran,45096
2020-01-03,131,¿Qué Ha Pasao'?,"Abraham Mateo, Sofía Reyes",44839
2020-01-03,132,Pikete Italiano,KvndySwing,44172
2020-01-03,133,"Trueno: Bzrp Music Sessions, Vol. 16","Bizarrap, Trueno",44165
2020-01-03,134,Si Me Gano Un Grammy,Jon Z,44007
2020-01-03,135,Soldadito marinero,Fito y Fitipaldis,43940
2020-01-03,136,Mi Persona Favorita,"Alejandro Sanz, Camila Cabello",43904
2020-01-03,137,Aguantando,Morad,43792
2020-01-03,138,How Do You Sleep?,Sam Smith,43746
2020-01-03,139,Cristina,Sebastian Yatra,43725
2020-01-03,140,Blinding Lights,The Weeknd,43293
2020-01-03,141,Perdón,"David Bisbal, Greeicy",43194
2020-01-03,142,Milionària,ROSALÍA,43036
2020-01-03,143,Enamórate De Alguien Más,Morat,41984
2020-01-03,144,Música,"DJ Luian, Mambo Kingz, Farruko, Wisin, Myke Towers, Darell, Arcangel",41803
2020-01-03,145,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",41770
2020-01-03,146,Superpoderes,Leiva,41648
2020-01-03,147,C90 (Remix),"John C, Neo Pistea, Bhavi, Trueno",41563
2020-01-03,148,A Partir De Hoy,"David Bisbal, Sebastian Yatra",41521
2020-01-03,149,Cristina (feat. Shelow Shaq),"Maffio, Justin Quiles, Nacho",41087
2020-01-03,150,Cuando Nadie Ve,Morat,41074
2020-01-03,151,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",40751
2020-01-03,152,La Playa,Myke Towers,40710
2020-01-03,153,Otro Trago,"Sech, Darell",40628
2020-01-03,154,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",40466
2020-01-03,155,HP,Maluma,40378
2020-01-03,156,Si Se Da - Remix,"Myke Towers, Farruko, Arcangel, Sech, Zion",40378
2020-01-03,157,Como el Agua - Remix,"Ana Mena, Omar Montes",40051
2020-01-03,158,Piropo,Noriel,39931
2020-01-03,159,Kemba Walker,"Eladio Carrion, Bad Bunny",39682
2020-01-03,160,Swing,Danny Ocean,39673
2020-01-03,161,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",39218
2020-01-03,162,My Oh My (feat. DaBaby),Camila Cabello,39206
2020-01-03,163,Ride It,Regard,38892
2020-01-03,164,Tal Vez,Paulo Londra,38646
2020-01-03,165,Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",37964
2020-01-03,166,Cicatrices,Natos y Waor,37903
2020-01-03,167,Boomshakalaka,"Dimitri Vegas & Like Mike, Afro Bros, Sebastian Yatra, Camilo, Emilia",37624
2020-01-03,168,Secreto,"Anuel AA, KAROL G",37419
2020-01-03,169,"Quiero, Quiero y Quiero",Arnau Griso,37352
2020-01-03,170,Gan-Ga,Bryant Myers,37306
2020-01-03,171,Princesas,Pereza,37226
2020-01-03,172,Te echo de menos,Beret,37087
2020-01-03,173,Ellos,Ceky Viciny,37075
2020-01-03,174,MALAMENTE - Cap.1: Augurio,ROSALÍA,36933
2020-01-03,175,nana triste,"Natalia Lacunza, Guitarricadelafuente",36696
2020-01-03,176,Déjame Ser,Manuel Carrasco,36541
2020-01-03,177,HIGHEST IN THE ROOM,Travis Scott,36498
2020-01-03,178,Nada Sale Mal,Aitana,36356
2020-01-03,179,Coronao Now,"El Alfa, Lil Pump",36224
2020-01-03,180,PORFA,"Feid, Justin Quiles",35928
2020-01-03,181,Si te vas,Blas Cantó,35922
2020-01-03,182,Adore You,Harry Styles,35679
2020-01-03,183,Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky),"Dvicio, Jesús Reik",35341
2020-01-03,184,Sobrenatural,"Juan Magán, Alvaro Soler, Marielle Hazlo",35230
2020-01-03,185,Besos En Guerra,"Morat, Juanes",35145
2020-01-03,186,Loco,Beéle,35048
2020-01-03,187,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",34929
2020-01-03,188,Un Planeta Llamado Nosotros,Maldita Nerea,34812
2020-01-03,189,Contra La Pared,"Sean Paul, J Balvin",34772
2020-01-03,190,Runaway,"Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers",34474
2020-01-03,191,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",34441
2020-01-03,192,Date La Vuelta,"Luis Fonsi, Sebastian Yatra, Nicky Jam",34342
2020-01-03,193,Mejores Amigos,"Yera, Morat",34274
2020-01-03,194,Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",34198
2020-01-03,195,Only Human,Jonas Brothers,34190
2020-01-03,196,LA LATINA,Rels B,34117
2020-01-03,197,SIN MIRAR LAS SEÑALES,Rels B,34086
2020-01-03,198,Me mata,Beret,34037
2020-01-03,199,Santa María (Feat. Busy Signal),Bad Gyal,34030
2020-01-03,200,CANGURO,WOS,33939
2020-01-04,1,Tusa,"KAROL G, Nicki Minaj",442161
2020-01-04,2,Alocao (With Bad Gyal),Omar Montes,294378
2020-01-04,3,Dance Monkey,Tones And I,273023
2020-01-04,4,+,"Aitana, Cali Y El Dandee",249137
2020-01-04,5,Vete,Bad Bunny,235570
2020-01-04,6,Zorra,Bad Gyal,233423
2020-01-04,7,Indeciso,"Reik, J Balvin, Lalo Ebratt",229714
2020-01-04,8,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",218986
2020-01-04,9,Whine Up,"Nicky Jam, Anuel AA",217429
2020-01-04,10,Blanco,J Balvin,214522
2020-01-04,11,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",211985
2020-01-04,12,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",197317
2020-01-04,13,Aventura,"Lunay, Ozuna, Anuel AA",189277
2020-01-04,14,Si por mi fuera,Beret,184755
2020-01-04,15,Easy - Remix,"Jhay Cortez, Ozuna",179136
2020-01-04,16,Fantasias,"Rauw Alejandro, Farruko",176105
2020-01-04,17,Rueda,Chimbala,158394
2020-01-04,18,Se iluminaba,"Fred De Palma, Ana Mena",155736
2020-01-04,19,Adicto (with Anuel AA & Ozuna),Tainy,149683
2020-01-04,20,Sigues Con El,"Dímelo Flow, Arcangel, Sech",143486
2020-01-04,21,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",139041
2020-01-04,22,Hasta Que Salga el Sol,Ozuna,138328
2020-01-04,23,Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",135103
2020-01-04,24,Fuera De Mi Mente,"Lérica, Juan Magán",132742
2020-01-04,25,Te Quemaste,"Manuel Turizo, Anuel AA",132498
2020-01-04,26,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",126375
2020-01-04,27,La Cama,"Lunay, Myke Towers",122841
2020-01-04,28,B11 (feat. Myke Towers),"Rvssian, Darell, Zion & Lennox",121602
2020-01-04,29,Si Te Vas,"Sech, Ozuna",121201
2020-01-04,30,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",117372
2020-01-04,31,Prendío,Rvfv,112734
2020-01-04,32,Fantasía,Ozuna,109978
2020-01-04,33,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",109939
2020-01-04,34,ROXANNE,Arizona Zervas,108163
2020-01-04,35,A Dónde Vamos,Morat,107019
2020-01-04,36,Tabú,"Pablo Alborán, Ava Max",105603
2020-01-04,37,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",104964
2020-01-04,38,Callaita,"Bad Bunny, Tainy",102096
2020-01-04,39,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, Natti Natasha, Farruko",100985
2020-01-04,40,Indios y Vaqueros,"Sinsinati, Álvaro De Luna",99633
2020-01-04,41,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",98528
2020-01-04,42,De Tranquilote,"Danny Romero, Lérica",98442
2020-01-04,43,Contando Lunares (feat. Cruz Cafuné),Don Patricio,97463
2020-01-04,44,Qué Bonito Es Querer,Manuel Carrasco,97041
2020-01-04,45,Memories,Maroon 5,96688
2020-01-04,46,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",93785
2020-01-04,47,105 F Remix,"KEVVO, Farruko, Chencho Corleone, Arcangel, Darell, Ñengo Flow, Brytiago, Myke Towers",91855
2020-01-04,48,Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",90754
2020-01-04,49,Con Altura,"ROSALÍA, J Balvin, El Guincho",89195
2020-01-04,50,Señorita,"Shawn Mendes, Camila Cabello",88567
2020-01-04,51,Falling,Trevor Daniel,82823
2020-01-04,52,Tutu,"Camilo, Pedro Capó",81236
2020-01-04,53,Ella No Quiere Rosé,"Rvfv, Bandaga",79012
2020-01-04,54,Presiento,"Morat, Aitana",77600
2020-01-04,55,Goteo,Duki,77417
2020-01-04,56,Don't Start Now,Dua Lipa,75502
2020-01-04,57,Infeliz,"Arcangel, Bad Bunny",75187
2020-01-04,58,Que Tire Pa Lante,Daddy Yankee,73731
2020-01-04,59,Me Equivocaré,Antonio José,71968
2020-01-04,60,LowKey,Bryant Myers,69496
2020-01-04,61,LA CANCIÓN,"J Balvin, Bad Bunny",69159
2020-01-04,62,Hookah,Bad Gyal,68836
2020-01-04,63,Yummy,Justin Bieber,67124
2020-01-04,64,Sueño (con Pablo Alborán),Beret,67080
2020-01-04,65,Bésame,"David Bisbal, Juan Magán",66431
2020-01-04,66,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",64330
2020-01-04,67,MALA SANTA,Becky G,64270
2020-01-04,68,Me Quedo,"Aitana, Lola Indigo",63538
2020-01-04,69,No Te Debí Besar,"C. Tangana, Paloma Mami",63129
2020-01-04,70,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake, J Balvin",61858
2020-01-04,71,Con Calma,"Daddy Yankee, Snow",61516
2020-01-04,72,Calma - Remix,"Pedro Capó, Farruko",61358
2020-01-04,73,bad guy,Billie Eilish,60470
2020-01-04,74,No Vuelvas Más,Darell,59915
2020-01-04,75,Con La Miel En Los Labios,Aitana,59615
2020-01-04,76,Me vas a ver,Beret,59453
2020-01-04,77,Gan-Ga - Remix,"Bryant Myers, Anuel AA",59440
2020-01-04,78,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,59310
2020-01-04,79,Djadja,Aya Nakamura,56967
2020-01-04,80,La Playa - Remix,"Myke Towers, Maluma, Farruko",56702
2020-01-04,81,Me llama,Beret,56617
2020-01-04,82,Piensan,"Haze, Myke Towers",56593
2020-01-04,83,Ayy Macarena,Tyga,56483
2020-01-04,84,Soldadito de Hierro,Nil Moliner,55929
2020-01-04,85,Easy,Jhay Cortez,55613
2020-01-04,86,Disparos,Dani Fernández,55546
2020-01-04,87,Cuerpo en Venta,"Noriel, Myke Towers, Rauw Alejandro, Almighty",55009
2020-01-04,88,DOSIS,"Dvicio, Reik, ChocQuibTown",54941
2020-01-04,89,Lola Bunny,"Lola Indigo, Don Patricio",53806
2020-01-04,90,A Escondidas,"$kyhook, Morad",53579
2020-01-04,91,everything i wanted,Billie Eilish,53445
2020-01-04,92,Diavla,"Chris Viz, Young Vene",52881
2020-01-04,93,Déjate Querer,"Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds",52633
2020-01-04,94,15+1,El Greco,52568
2020-01-04,95,Atrévete,"Nicky Jam, Sech",51297
2020-01-04,96,Someone You Loved,Lewis Capaldi,51187
2020-01-04,97,Qué Pena,"Maluma, J Balvin",51162
2020-01-04,98,I Don't Care (with Justin Bieber),Ed Sheeran,50493
2020-01-04,99,Circles,Post Malone,50201
2020-01-04,100,Te Robaré,"Nicky Jam, Ozuna",49083
2020-01-04,101,Vas A Quedarte,Aitana,48835
2020-01-04,102,11 PM,Maluma,48800
2020-01-04,103,Lo siento,Beret,48663
2020-01-04,104,X.O.X.O.,"Pedro Calderon, D' La Crem",47890
2020-01-04,105,Apriétala,"Rvfv, Pablo Mas",47784
2020-01-04,106,Velitas,"Darell, Brytiago",47594
2020-01-04,107,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dímelo Flow,47501
2020-01-04,108,Adan y Eva,Paulo Londra,47014
2020-01-04,109,La Mentira (feat. Joaquín Sabina),Dani Martín,46278
2020-01-04,110,Mi Error - Remix,"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay",45983
2020-01-04,111,No Te Preocupes por Mi,Leiva,45956
2020-01-04,112,Baila Conmigo (feat. Kelly Ruiz),"Dayvi, Victor Cardenas, Kelly Ruíz",45367
2020-01-04,113,Enchochado de Ti,Don Patricio,44844
2020-01-04,114,Mirándote,Rvfv,44739
2020-01-04,115,De Ti Me Olvido,"Love Yi, Recycled J, Naes Beats",44666
2020-01-04,116,Como Si Fueras a Morir Mañana,Leiva,44550
2020-01-04,117,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",44294
2020-01-04,118,Rutina,Myke Towers,44286
2020-01-04,119,Un Año,"Sebastian Yatra, Reik",44215
2020-01-04,120,Desde cero (con Melendi),Beret,43960
2020-01-04,121,QUE PRETENDES,"J Balvin, Bad Bunny",43746
2020-01-04,122,Cicatrices (feat. Indara),Sergio Contreras,43743
2020-01-04,123,5 Sentidos,"Dvicio, Taburete",43610
2020-01-04,124,"Trueno: Bzrp Music Sessions, Vol. 16","Bizarrap, Trueno",42515
2020-01-04,125,En Tus Planes,David Bisbal,42350
2020-01-04,126,Si Me Gano Un Grammy,Jon Z,42317
2020-01-04,127,Te esperaré toda la vida,Dani Fernández,41935
2020-01-04,128,Aguantando,Morad,41933
2020-01-04,129,Pikete Italiano,KvndySwing,41692
2020-01-04,130,HP,Maluma,40831
2020-01-04,131,Bonita,"Juanes, Sebastian Yatra",40798
2020-01-04,132,¿Qué Ha Pasao'?,"Abraham Mateo, Sofía Reyes",40747
2020-01-04,133,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",40655
2020-01-04,134,Shallow,"Lady Gaga, Bradley Cooper",40643
2020-01-04,135,Blinding Lights,The Weeknd,40514
2020-01-04,136,Milionària,ROSALÍA,40500
2020-01-04,137,Lose You To Love Me,Selena Gomez,40460
2020-01-04,138,Cristina (feat. Shelow Shaq),"Maffio, Justin Quiles, Nacho",40219
2020-01-04,139,Fuego,Estopa,39964
2020-01-04,140,Cristina,Sebastian Yatra,39927
2020-01-04,141,Soldadito marinero,Fito y Fitipaldis,39893
2020-01-04,142,Música,"DJ Luian, Mambo Kingz, Farruko, Wisin, Myke Towers, Darell, Arcangel",39891
2020-01-04,143,Beautiful People (feat. Khalid),Ed Sheeran,39532
2020-01-04,144,How Do You Sleep?,Sam Smith,39461
2020-01-04,145,Si Se Da - Remix,"Myke Towers, Farruko, Arcangel, Sech, Zion",39455
2020-01-04,146,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",39380
2020-01-04,147,Swing,Danny Ocean,39314
2020-01-04,148,C90 (Remix),"John C, Neo Pistea, Bhavi, Trueno",39199
2020-01-04,149,Mi Persona Favorita,"Alejandro Sanz, Camila Cabello",38971
2020-01-04,150,Kemba Walker,"Eladio Carrion, Bad Bunny",38930
2020-01-04,151,Otro Trago,"Sech, Darell",38638
2020-01-04,152,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",38551
2020-01-04,153,La Playa,Myke Towers,38544
2020-01-04,154,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",38051
2020-01-04,155,Piropo,Noriel,38008
2020-01-04,156,My Oh My (feat. DaBaby),Camila Cabello,37368
2020-01-04,157,Como el Agua - Remix,"Ana Mena, Omar Montes",37036
2020-01-04,158,Tal Vez,Paulo Londra,36757
2020-01-04,159,Enamórate De Alguien Más,Morat,36713
2020-01-04,160,Cuando Nadie Ve,Morat,36488
2020-01-04,161,Ride It,Regard,36463
2020-01-04,162,Ellos,Ceky Viciny,36284
2020-01-04,163,Boomshakalaka,"Dimitri Vegas & Like Mike, Afro Bros, Sebastian Yatra, Camilo, Emilia",36192
2020-01-04,164,Superpoderes,Leiva,36147
2020-01-04,165,Secreto,"Anuel AA, KAROL G",36081
2020-01-04,166,Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",36020
2020-01-04,167,Perdón,"David Bisbal, Greeicy",35675
2020-01-04,168,Coronao Now,"El Alfa, Lil Pump",35644
2020-01-04,169,Gan-Ga,Bryant Myers,35485
2020-01-04,170,MALAMENTE - Cap.1: Augurio,ROSALÍA,35415
2020-01-04,171,Cicatrices,Natos y Waor,35191
2020-01-04,172,Princesas,Pereza,34255
2020-01-04,173,"Quiero, Quiero y Quiero",Arnau Griso,34026
2020-01-04,174,A Partir De Hoy,"David Bisbal, Sebastian Yatra",33996
2020-01-04,175,PORFA,"Feid, Justin Quiles",33895
2020-01-04,176,Nada Sale Mal,Aitana,33787
2020-01-04,177,Contra La Pared,"Sean Paul, J Balvin",33727
2020-01-04,178,Date La Vuelta,"Luis Fonsi, Sebastian Yatra, Nicky Jam",33385
