,Track,Artists,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Artists_1,Artists_2,Artists_3,genres_1,genres_2,genres_3
950,Billetes Azules (with J Balvin),['KEVVO'],7HmnJHfs0BkFzX4x8j0hkl,"['reggaeton', 'rap']",0.856,0.721,7,-4.928,1,0.108,0.132,0.00471,0.182,0.642,94.991,KEVVO,,,reggaeton,rap,
951,Pegate - Remix,"['Mora', 'Jhay Cortez']",7C2RvtNZvxPdol2JXAdxVK,"['reggaeton', 'rap']",0.695,0.624,0,-4.364,1,0.205,0.0208,0.0,0.057,0.446,186.13,Mora,Jhay Cortez,,reggaeton,rap,
952,Chica Ideal,"['Sebastian Yatra', 'Guaynaa']",21N4Buj4xsyLb218lYle61,"['reggaeton', 'pop', 'rap', 'latin']",0.574,0.891,0,-3.665,0,0.157,0.0847,0.0,0.16,0.707,100.978,Sebastian Yatra,Guaynaa,,reggaeton,pop,rap
953,La Tóxica (feat. Jay Wheeler & Tempo) - Remix,"['Farruko', 'Sech', 'Myke Towers']",4gChz67rTHfVzKCZAHsifM,"['reggaeton', 'hip hop', 'rap', 'latin']",0.727,0.692,9,-3.25,1,0.104,0.102,1.07e-06,0.0562,0.604,92.019,Farruko,Sech,Myke Towers,reggaeton,hip hop,rap
954,Dejarse la piel (feat. Arnau Griso),['La Pegatina'],6Fo9eLQCp9oLyz0sOni3s2,"['rumba', 'musica catalana', 'pop']",0.629,0.877,8,-4.365,1,0.0691,0.0995,0.0,0.0883,0.876,80.006,La Pegatina,,,rumba,musica catalana,pop
955,Reloj,"['Rauw Alejandro', 'Anuel AA']",7r9ZhitdQBONTFOiJW5mr8,"['pop', 'rap']",0.823,0.537,8,-2.639,1,0.209,0.176,3.98e-06,0.123,0.615,175.946,Rauw Alejandro,Anuel AA,,pop,rap,
956,positions,['Ariana Grande'],35mvY5S1H3J2QZyna3TFe0,['pop'],0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,Ariana Grande,,,pop,,
957,El Encuentro,"['Alizzz', 'Amaia']",0PbDj1Lh8uZJ2ZcTRSBvQf,"['rap', 'urban', 'vapor twitch']",0.846,0.506,7,-7.315,0,0.0888,0.415,0.000137,0.171,0.583,130.022,Alizzz,Amaia,,rap,urban,vapor twitch
958,BICHOTA,['KAROL G'],7vrJn5hDSXRmdXoR30KgF1,"['reggaeton', 'rap', 'latin']",0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,KAROL G,,,reggaeton,rap,latin
959,Despedida y cierre,['Vanesa Martín'],1vDbrep70naapw4hJSG3OH,"['rock', 'pop', 'flamenco']",0.44,0.649,7,-5.909,1,0.0462,0.167,0.0,0.0765,0.197,155.716,Vanesa Martín,,,rock,pop,flamenco
960,Jockey,"['Dalex', 'Lenny Tavárez', 'iZaak', 'Dímelo Flow']",01SMtfSbJlcxUdJvOofMOx,"['r&b', 'reggaeton', 'rap', 'latin']",0.598,0.556,7,-4.299,1,0.142,0.0979,0.000933,0.131,0.552,170.057,Dalex,Lenny Tavárez,iZaak,r&b,reggaeton,rap
961,Relax,['Bryant Myers'],5dgyCduZdNCVJG8jU3uJvS,"['reggaeton', 'rap', 'latin']",0.756,0.668,0,-5.585,0,0.051,0.184,0.0,0.1,0.314,125.965,Bryant Myers,,,reggaeton,rap,latin
962,Only Fans - Remix,"['Young Martino', 'Lunay', 'Myke Towers', 'Jhay Cortez', 'Arcangel', 'Darell', 'Ñengo Flow', 'Brray', 'Joyce Santana']",1QaCsLoKEWVujL3owyyei4,"['reggaeton', 'rap']",0.722,0.745,1,-5.559,0,0.345,0.422,0.0,0.191,0.818,163.012,Young Martino,Lunay,Myke Towers,reggaeton,rap,
963,El mejor de tus errores (feat. Alice Wonder),['Rayden'],2h5emEDptvBZZFeJ23a6G3,"['hip hop', 'rap']",0.55,0.397,9,-9.722,1,0.0545,0.672,0.0,0.0978,0.267,97.022,Rayden,,,hip hop,rap,
964,Viento Y Vida,"['Miki Núñez', 'Despistaos']",0tyBpQPt8TbKr1nzcBZbfT,"['reggae catala', 'musica catalana', 'pop', 'eurovision', 'latin']",0.71,0.798,1,-3.256,1,0.0411,0.0504,0.0,0.134,0.706,95.03,Miki Núñez,Despistaos,,reggae catala,musica catalana,pop
965,Rolex,"['Salcedo Leyry', 'Omar Montes']",27L1OB0CsIPnznvKhT1cn9,['urban'],0.629,0.766,11,-5.487,1,0.195,0.467,1.82e-06,0.0917,0.489,99.837,Salcedo Leyry,Omar Montes,,urban,,
966,Bandidos,"['Dave', 'Natos y Waor']",03xfa8HnFbMQSMeTUeBJPA,['rap'],0.563,0.745,8,-4.879,0,0.302,0.139,0.0,0.106,0.366,183.748,Dave,Natos y Waor,,rap,,
967,Problemas,['Paris Boy'],7JBaSB0vSjTUSoWFgkmDiV,[],0.753,0.204,1,-14.341,0,0.0851,0.665,0.0,0.0991,0.299,98.031,Paris Boy,,,,,
968,Qué Le Voy a Hacer,['Skechi'],5K4T7KJlGKoiwKA2nuQCjy,[],0.794,0.664,9,-7.599,1,0.146,0.526,0.0,0.118,0.863,101.963,Skechi,,,,,
969,"Tu Nombre (feat. JC Reyes, El Daddy) - Remix","['Camin', 'Love Yi', 'Bandaga', 'Pedro Calderon']",4rEXT5xBIhARzf16JCh6ji,"['urban', 'rap']",0.797,0.728,6,-4.733,0,0.2,0.521,0.0,0.105,0.319,115.015,Camin,Love Yi,Bandaga,urban,rap,
970,Golden,['Harry Styles'],45S5WTQEGOB1VHr1Q4FuPl,['pop'],0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,Harry Styles,,,pop,,
971,Diosa - Remix,"['Myke Towers', 'Anuel AA', 'Natti Natasha']",1kIWef5hc2uAqkNxOTakzP,['rap'],0.764,0.822,6,-3.259,0,0.0489,0.279,8.44e-05,0.159,0.224,105.003,Myke Towers,Anuel AA,Natti Natasha,rap,,
972,MORE,"['K/DA', 'Madison Beer', '(G)I-DLE', 'Lexie Liu', 'Jaira Burns', 'Seraphine', 'League of Legends']",6juLaduD4STCUDWT0AYun4,['pop'],0.66,0.787,1,-4.592,0,0.032,0.00257,0.0,0.323,0.199,142.018,K/DA,Madison Beer,(G)I-DLE,pop,,
973,Levitating (feat. DaBaby),['Dua Lipa'],463CkQjx2Zk1yXoBuierM9,['pop'],0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,Dua Lipa,,,pop,,
974,Take You Dancing,['Jason Derulo'],59qrUpoplZxbIZxk6X0Bm3,"['pop', 'rap']",0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,Jason Derulo,,,pop,rap,
975,DÁKITI,"['Bad Bunny', 'Jhay Cortez']",47EiUVwUp4C9fGccaPuUCS,"['reggaeton', 'rap', 'latin']",0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,Bad Bunny,Jhay Cortez,,reggaeton,rap,latin
976,cómo te va?,"['Lola Indigo', 'Beret']",3lf6mWt6LkbQ4OarnxrBGD,['pop'],0.689,0.608,11,-7.245,1,0.144,0.314,0.0,0.093,0.556,90.165,Lola Indigo,Beret,,pop,,
977,Yo No Voy,['Morad'],6G69tn5Z10jzLMIvqbhHpW,"['urban', 'drill']",0.795,0.72,2,-6.653,0,0.0931,0.334,0.000229,0.104,0.687,143.939,Morad,,,urban,drill,
978,No Drama,"['Becky G', 'Ozuna']",5Jq958VQwRyQFujau4TMKD,"['reggaeton', 'pop', 'rap', 'latin']",0.708,0.815,5,-4.164,0,0.0692,0.166,0.0,0.523,0.855,174.024,Becky G,Ozuna,,reggaeton,pop,rap
979,34+35,['Ariana Grande'],6Im9k8u9iIzKMrmV7BWtlF,['pop'],0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,Ariana Grande,,,pop,,
980,Un Beso en Madrid,"['TINI', 'Alejandro Sanz']",0KTwYI4vwidX9qip7ViAEQ,['pop'],0.358,0.618,0,-6.794,1,0.0959,0.313,0.0,0.596,0.34,79.45,TINI,Alejandro Sanz,,pop,,
981,Raíces,"['Recycled J', 'Delaossa']",6Iv4iF8MD4vMDI02SH4OPm,"['rap', 'urban']",0.778,0.811,1,-5.6,1,0.126,0.0989,6.81e-06,0.0897,0.503,95.982,Recycled J,Delaossa,,rap,urban,
982,motive (with Doja Cat),['Ariana Grande'],5GkQIP5mWPi4KZLLXeuFTT,['pop'],0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,Ariana Grande,,,pop,,
983,Friend De Semana,"['Danna Paola', 'Luísa Sonza', 'Aitana']",3VxQC3iXh0rDVy5jhv8j71,"['pop', 'latin']",0.776,0.858,0,-1.937,1,0.0702,0.113,2.08e-05,0.242,0.884,92.998,Danna Paola,Luísa Sonza,Aitana,pop,latin,
984,Fever,"['Dua Lipa', 'Angèle']",3wJVBz7gvGTwTWVAxFa6ny,['pop'],0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999,Dua Lipa,Angèle,,pop,,
985,shut up,['Ariana Grande'],3ko9jEHNt4O5fjKN65ULJp,['pop'],0.499,0.462,0,-5.308,1,0.0312,0.801,0.0,0.0946,0.599,127.698,Ariana Grande,,,pop,,
986,off the table (with The Weeknd),['Ariana Grande'],7E1jVNoWuemqUryI4FxsVD,['pop'],0.411,0.522,0,-7.295,1,0.0981,0.519,0.0,0.398,0.382,88.332,Ariana Grande,,,pop,,
987,just like magic,['Ariana Grande'],7Dx9Z6Aon1qPS2N0rHSWTe,['pop'],0.719,0.607,8,-5.156,1,0.165,0.08,0.0,0.125,0.464,128.006,Ariana Grande,,,pop,,
988,safety net (feat. Ty Dolla $ign),['Ariana Grande'],14gkWVFMwdxBMyqBw1wmIg,['pop'],0.552,0.599,1,-5.75,0,0.0404,0.0703,0.0,0.0986,0.0916,161.884,Ariana Grande,,,pop,,
989,nasty,['Ariana Grande'],0sci7ppTZFm4mjcH3nu8yO,['pop'],0.772,0.506,6,-6.558,0,0.139,0.0814,1.1e-05,0.182,0.456,127.894,Ariana Grande,,,pop,,
990,Aunque Me Duelas,"['Chema Rivas', 'Lérica']",5ndhxeC4EU0PAjAxyqtDUD,['rap'],0.588,0.773,9,-5.897,1,0.269,0.0452,0.0,0.489,0.571,191.891,Chema Rivas,Lérica,,rap,,
991,Se Fuerte,['Bryant Myers'],4C6Oqa5XB6bcH54sqOEiGk,"['reggaeton', 'rap', 'latin']",0.727,0.546,7,-6.824,0,0.18,0.187,0.0,0.0822,0.508,80.055,Bryant Myers,,,reggaeton,rap,latin
992,pov,['Ariana Grande'],3UoULw70kMsiVXxW0L3A33,['pop'],0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,Ariana Grande,,,pop,,
993,six thirty,['Ariana Grande'],2IKJtXeR5UsaUjZB46fTOK,['pop'],0.739,0.516,0,-7.154,1,0.0539,0.67,0.0,0.151,0.434,120.109,Ariana Grande,,,pop,,
994,A Vuelos,['Antonio Orozco'],3mYTm8Xflgb0vPVBdclelz,"['rumba', 'pop', 'flamenco']",0.394,0.509,7,-5.537,1,0.0295,0.471,0.0,0.298,0.453,180.004,Antonio Orozco,,,rumba,pop,flamenco
995,my hair,['Ariana Grande'],6u7gmPOz7pzzaeR9xSBpsR,['pop'],0.686,0.526,0,-6.842,1,0.0374,0.0815,7.75e-06,0.144,0.372,92.013,Ariana Grande,,,pop,,
996,El Paso del Tiempo,['Rozalén'],6iDIJVAE7xEa9orI9Ulsir,['pop'],0.797,0.75,2,-4.328,0,0.117,0.253,0.0,0.0492,0.872,120.996,Rozalén,,,pop,,
997,Jugador del Año,"['Bizarrap', 'Trueno', 'Acru']",0egDphqMcXZ9YeqvSBVRu3,"['hip hop', 'pop', 'rap']",0.623,0.745,1,-6.026,1,0.142,0.107,0.0,0.208,0.181,92.02,Bizarrap,Trueno,Acru,hip hop,pop,rap
998,Thriller,['Michael Jackson'],7azo4rpSUh8nXgtonC6Pkq,"['r&b', 'pop', 'soul']",0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,Michael Jackson,,,r&b,pop,soul
999,La Luz,"['Sech', 'J Balvin']",5zj8WNkBrEzlI5FKeYV4ol,"['reggaeton', 'pop', 'rap', 'latin']",0.665,0.697,9,-4.819,0,0.154,0.427,1.39e-05,0.599,0.556,94.053,Sech,J Balvin,,reggaeton,pop,rap
1000,Corazón descalzo,['Pablo Alborán'],54ApOH9ZT6Sk86t8Ayuey9,"['pop', 'latin']",0.61,0.483,8,-9.481,1,0.179,0.427,0.0,0.0878,0.411,139.818,Pablo Alborán,,,pop,latin,
1001,Tú Me Dejaste De Querer,"['C. Tangana', 'Niño de Elche', 'La Húngara']",0XinBYhf1X3kdvKQHOX971,['urban'],0.812,0.747,4,-4.611,0,0.15,0.31,0.00412,0.1,0.488,168.025,C. Tangana,Niño de Elche,La Húngara,urban,,
1002,Hawái - Remix,"['Maluma', 'The Weeknd']",0GzuHFG4Ql6DoyxFRnIk3F,"['reggaeton', 'latin']",0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,Maluma,The Weeknd,,reggaeton,latin,
1003,Entre tú y yo,['Chema Rivas'],1CGhHQZF487xpWITQW1bam,['rap'],0.854,0.669,9,-5.206,0,0.0617,0.288,0.0,0.221,0.484,120.023,Chema Rivas,,,rap,,
1004,Fake Capo (Remix),"['Karetta el Gucci', 'Omar Montes', 'Rvfv', 'Chimbala']",2HhmZirVUVPo4wWCgUU70P,['pop'],0.756,0.877,11,-4.168,0,0.0916,0.187,0.000207,0.0673,0.752,137.058,Karetta el Gucci,Omar Montes,Rvfv,pop,,
1005,Un Veneno,"['C. Tangana', 'Niño de Elche']",42C5Bbb4dHwS5OFMvtGkG2,['urban'],0.67,0.318,2,-12.938,1,0.298,0.859,0.00198,0.106,0.304,85.806,C. Tangana,Niño de Elche,,urban,,
1006,Ayer Me Llamó Mi Ex – Remix,"['KHEA', 'Natti Natasha', 'Prince Royce', 'Lenny Santos']",59nnGpAU3AiL2tD0o2It11,"['hip hop', 'rap']",0.784,0.691,10,-4.972,0,0.0437,0.231,0.0,0.119,0.548,117.032,KHEA,Natti Natasha,Prince Royce,hip hop,rap,
1007,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",['24kGoldn'],6FuGJB290AQMAHTfjOYVaK,['rap'],0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988,24kGoldn,,,rap,,
1008,Travesuras,"['Flow La Movie', 'Nio Garcia', 'Casper Magico']",2etJ67Egf7woMgOikVrlJM,"['reggaeton', 'rap']",0.756,0.83,1,-5.288,1,0.0842,0.182,0.000384,0.227,0.422,175.961,Flow La Movie,Nio Garcia,Casper Magico,reggaeton,rap,
1009,Llorando en la Limo (feat. Alizzz),['C. Tangana'],3YURfhPPT7GipmI7pIj0m3,['urban'],0.792,0.418,9,-8.484,0,0.176,0.0406,5.07e-06,0.245,0.371,154.997,C. Tangana,,,urban,,
1010,El amor es una moda,"['Alcover', 'Don Omar', 'Juan Magán']",2hojbalRXKHKViXslmdsbM,[],0.755,0.805,0,-4.859,1,0.0527,0.431,1.18e-06,0.106,0.364,95.991,Alcover,Don Omar,Juan Magán,,,
1011,Pobre Diabla,['Don Omar'],3QaR07WU6UnQwRRaS3whvM,"['rap', 'reggaeton', 'pop', 'hip hop', 'latin']",0.741,0.787,5,-6.228,1,0.0525,0.217,0.0179,0.0835,0.771,91.993,Don Omar,,,rap,reggaeton,pop
1012,Illuminati - Remix,"['Kiddtetoon', 'Diego Smith', 'Ozuna']",6fGyrAxqgdvhzcOKlMQq5s,['rap'],0.892,0.531,0,-8.311,1,0.182,0.06,0.0,0.0996,0.501,89.995,Kiddtetoon,Diego Smith,Ozuna,rap,,
1013,Juramento eterno de sal,['Álvaro De Luna'],23E53f3C9SJ9MqBh1f6hEw,[],0.631,0.594,2,-5.727,1,0.0581,0.0225,1.91e-06,0.351,0.716,129.991,Álvaro De Luna,,,,,
1014,Pa' Llamar Tu Atención (feat. MC Bin Laden),['C. Tangana'],2vEY3cNwXYxIG4fPAoN14q,['urban'],0.884,0.738,5,-3.265,0,0.0837,0.188,0.0,0.0812,0.678,131.91,C. Tangana,,,urban,,
1015,Yo Con Mi Man,"['Yung Sarria', 'Elpatron970', 'Kidd Keo']",72gC51qe5TmbkrcCMThAHw,"['hip hop', 'rap', 'urban']",0.879,0.371,8,-12.322,1,0.349,0.361,2.1e-05,0.313,0.374,143.108,Yung Sarria,Elpatron970,Kidd Keo,hip hop,rap,urban
1016,Booty,"['C. Tangana', 'Becky G']",4W3FJapn5CD6Fnrlfj4HFe,['urban'],0.825,0.771,1,-4.116,1,0.0805,0.0167,2.04e-06,0.0901,0.717,102.928,C. Tangana,Becky G,,urban,,
1017,Bien Duro,['C. Tangana'],3joo84oco9CD4dBsKNWRRW,['urban'],0.845,0.67,7,-5.873,1,0.207,0.163,0.0242,0.1,0.69,101.028,C. Tangana,,,urban,,
1018,Zinedine,['Ayax y Prok'],6DYrsZsQMqzA0ZaHmBKUjW,['urban'],0.818,0.63,6,-8.743,0,0.466,0.0257,0.0,0.125,0.846,95.984,Ayax y Prok,,,urban,,
1019,Therefore I Am,['Billie Eilish'],54bFM56PmE4YLRnqpW6Tha,"['pop', 'electro']",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,Billie Eilish,,,pop,electro,
1020,De Cora <3,"['Rauw Alejandro', 'J Balvin']",22Sh5dlwbERqJAq1fZk5b2,"['pop', 'rap']",0.811,0.683,11,-2.028,0,0.241,0.46,4.75e-05,0.128,0.571,176.037,Rauw Alejandro,J Balvin,,pop,rap,
1021,Blin Blin,"['Bad Gyal', 'Juanka']",4QsjS4W7EoetGRRKUZUO4r,"['rap', 'urban']",0.771,0.735,1,-3.388,1,0.114,0.103,6.19e-05,0.0503,0.72,96.253,Bad Gyal,Juanka,,rap,urban,
1022,Motorola,['Morad'],5AKabdYp10Yc6uVkLz5EVZ,"['urban', 'drill']",0.88,0.741,5,-5.377,0,0.0553,0.226,2.96e-05,0.0894,0.779,129.965,Morad,,,urban,drill,
1023,Resilient (ft. Aitana) [Tiësto Remix],['Katy Perry'],4abn7Lc3illnEHFc9ki6x2,['pop'],0.639,0.784,0,-4.905,1,0.0562,0.0435,0.0,0.111,0.321,126.946,Katy Perry,,,pop,,
1024,Soy Una Gargola,"['Rauw Alejandro', 'Arcangel', 'Randy']",4bEwaORm2IBfu3omjEna7I,"['pop', 'rap']",0.836,0.711,4,-3.377,0,0.195,0.131,0.0,0.401,0.618,94.034,Rauw Alejandro,Arcangel,Randy,pop,rap,
1025,Dile a El,['Rauw Alejandro'],13Tbv4nflNxg9kYBIbJnd9,"['pop', 'rap']",0.784,0.587,4,-3.572,0,0.0767,0.375,0.00109,0.111,0.261,90.032,Rauw Alejandro,,,pop,rap,
1026,Química (feat. The Martinez Brothers),"['Rauw Alejandro', 'Zion & Lennox', 'Mr. Naisgai']",7IZn95vTYrhHRbFmZsdD2A,"['pop', 'rap']",0.581,0.791,1,-2.99,1,0.157,0.0193,0.0101,0.0765,0.466,119.986,Rauw Alejandro,Zion & Lennox,Mr. Naisgai,pop,rap,
1027,Mood,"['Rauw Alejandro', 'Sech']",2ISzmtY9Exy1IwmJj3Hc7P,"['pop', 'rap']",0.798,0.704,8,-2.63,0,0.245,0.202,0.000188,0.127,0.819,168.053,Rauw Alejandro,Sech,,pop,rap,
1028,Strawberry Kiwi,['Rauw Alejandro'],4jkZjaZkOCpgk2pqV8Wrw3,"['pop', 'rap']",0.784,0.713,0,-3.992,1,0.0958,0.191,2.35e-05,0.139,0.528,81.985,Rauw Alejandro,,,pop,rap,
1029,Al Aire,['Morat'],02dsc9B5N8BFatjGcGhk1u,"['pop', 'latin']",0.459,0.89,8,-3.159,1,0.0582,0.00529,0.0,0.166,0.69,180.088,Morat,,,pop,latin,
1030,Fusión del Núcleo,['Chica Sobresalto'],7l8b8RkQYlqKXXOxVXhKCe,[],0.621,0.786,0,-4.022,0,0.0417,0.342,7.93e-06,0.0911,0.304,126.112,Chica Sobresalto,,,,,
1031,Kobe En LA,['Jhay Cortez'],4bmMAGg2sb9IWUgB0wTVov,"['reggaeton', 'rap', 'latin']",0.767,0.757,1,-5.514,1,0.062,0.072,2.5e-06,0.336,0.573,96.062,Jhay Cortez,,,reggaeton,rap,latin
1032,Un Sueño (feat. Trippie Redd),['Rauw Alejandro'],2Em9XZZw8yEgxjojjGxntN,"['pop', 'rap']",0.68,0.68,2,-2.26,1,0.185,0.328,0.0022,0.107,0.331,192.057,Rauw Alejandro,,,pop,rap,
1033,Pensándote,"['Rauw Alejandro', 'Tainy']",2wnhst8yHA4gKuojAgZedh,"['pop', 'rap']",0.79,0.655,1,-3.376,1,0.0762,0.464,0.00165,0.0837,0.56,170.023,Rauw Alejandro,Tainy,,pop,rap,
1034,No Te Creo,"['Rauw Alejandro', 'Wisin & Yandel', 'Mr. Naisgai']",4QSCkYRmv06vKZjXPoarXz,"['pop', 'rap']",0.762,0.892,11,-2.054,0,0.189,0.129,6.19e-06,0.107,0.514,179.971,Rauw Alejandro,Wisin & Yandel,Mr. Naisgai,pop,rap,
1035,VISIÓN TÚNEL,['Cruz Cafuné'],4QnbEGzQp7SRrP0sPRSt3Z,['urban'],0.883,0.592,4,-9.106,0,0.349,0.24,0.0,0.106,0.758,121.125,Cruz Cafuné,,,urban,,
1036,Perreo Pesau',['Rauw Alejandro'],5bQ9rtAfOUbPmuxjPK8zDp,"['pop', 'rap']",0.732,0.679,3,-3.068,0,0.135,0.195,5.2e-06,0.651,0.443,171.887,Rauw Alejandro,,,pop,rap,
1037,Puñales,['Dani Fernández'],1LRBTdeGBq1GcjPkuEtDqL,['pop'],0.523,0.7,9,-6.169,1,0.0404,0.0169,0.0,0.0884,0.265,142.073,Dani Fernández,,,pop,,
1038,Mi huella,"['Ptazeta', 'Juacko']",2ZpP2JzjOHH002EA7ybQXc,['urban'],0.713,0.751,0,-6.956,1,0.222,0.459,0.0,0.128,0.771,99.942,Ptazeta,Juacko,,urban,,
1039,"Asan: Bzrp Music Sessions, Vol. 35","['Bizarrap', 'Asan']",5ZoYsrmeVPyJI4rhdBBJi1,"['hip hop', 'pop', 'rap']",0.68,0.576,8,-8.402,1,0.0866,0.205,0.0,0.109,0.507,164.978,Bizarrap,Asan,,hip hop,pop,rap
1040,She Don't Give a Fo,"['Duki', 'KHEA']",03a359wbiUsjN9h6yzXvmS,"['hip hop', 'rap']",0.854,0.556,1,-4.49,1,0.14,0.345,0.0,0.165,0.342,119.938,Duki,KHEA,,hip hop,rap,
1041,Berlanga,"['Delaossa', 'Gese Da O', 'KIDDO']",6OoLbehLxOLoa6c82xWjEG,"['rap', 'urban']",0.783,0.552,11,-7.284,0,0.399,0.452,0.0,0.102,0.505,89.059,Delaossa,Gese Da O,KIDDO,rap,urban,
1042,Hecha Pa' Mi,['Boza'],3VvA1wSxukMLsvXoXtlwWx,[],0.725,0.756,4,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07,Boza,,,,,
1043,Polvo,"['Nicky Jam', 'Myke Towers']",68mrW6gXHgupgSiDHgaDi5,"['reggaeton', 'hip hop', 'rap', 'latin']",0.763,0.621,11,-6.169,0,0.066,0.0105,2.94e-06,0.106,0.582,82.042,Nicky Jam,Myke Towers,,reggaeton,hip hop,rap
1044,Prisoner (feat. Dua Lipa),['Miley Cyrus'],5JqZ3oqF00jkT81foAFvqg,['pop'],0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,Miley Cyrus,,,pop,,
1045,Monster (Shawn Mendes & Justin Bieber),['Shawn Mendes'],2Z8yfpFX0ZMavHkcIeHiO1,['pop'],0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,Shawn Mendes,,,pop,,
1046,Yo No Sé,['Rvfv'],43ic0un1f9Nak0ZCQgvKjY,"['urban', 'rap']",0.917,0.54,1,-6.63,0,0.0954,0.29,0.000197,0.0937,0.747,125.048,Rvfv,,,urban,rap,
1047,Baby (with J Balvin),['Sfera Ebbasta'],3eblNP3Zd5b5J3JaOckl8Y,"['hip hop', 'pop', 'rap']",0.755,0.882,10,-1.957,0,0.0532,0.125,0.00142,0.103,0.606,99.984,Sfera Ebbasta,,,hip hop,pop,rap
1048,Life Goes On,['BTS'],249gnXrbfmV8NG6jTEMSwD,['pop'],0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,BTS,,,pop,,
1049,Antes de Morirme (feat. ROSALÍA),['C. Tangana'],4Dl8bEzhAEGbcwkQawS1XG,['urban'],0.864,0.497,8,-8.886,0,0.18,0.0736,0.00308,0.108,0.133,97.93,C. Tangana,,,urban,,
1050,"Lemonade (feat. Anuel AA, Gunna, Don Toliver & NAV) - Latin Remix",['Internet Money'],4EZ1JcbxfbVwuQRDJFUrzK,['rap'],0.795,0.631,1,-5.832,0,0.0825,0.294,0.0,0.111,0.502,139.975,Internet Money,,,rap,,
1051,Fly To My Room,['BTS'],3QH8rQGNFX8VLbCgZ7uPTS,['pop'],0.764,0.526,11,-7.355,1,0.212,0.0484,0.0,0.0718,0.588,114.91,BTS,,,pop,,
1052,Telepathy,['BTS'],2FVpOsjT1iquZ3SpCjZ9Ne,['pop'],0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994,BTS,,,pop,,
1053,Blue & Grey,['BTS'],0n2moJpAEWHwaPYYjkzMDl,['pop'],0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953,BTS,,,pop,,
1054,Dis-ease,['BTS'],54DmTIv86D3sYdiawjULQ0,['pop'],0.731,0.845,8,-5.352,1,0.132,0.0132,0.0,0.0782,0.484,101.085,BTS,,,pop,,
1055,Stay,['BTS'],3ndCsZfq8OVwwkz9mmZvUz,['pop'],0.582,0.693,6,-5.048,1,0.0465,0.114,0.0,0.13,0.341,125.904,BTS,,,pop,,
1056,Que me importa a mi,"['Chimbala', 'Juan Magán']",6BmheHl86eDXS2LT8WwMTs,"['pop', 'rap', 'dembow']",0.82,0.679,9,-5.877,1,0.0453,0.261,7.23e-06,0.0442,0.907,127.985,Chimbala,Juan Magán,,pop,rap,dembow
1057,Brindo,['Taburete'],6UsWWAH3pIEO9iwCBhWEsB,['pop'],0.446,0.67,10,-4.84,1,0.0346,0.133,0.0,0.19,0.796,170.042,Taburete,,,pop,,
1058,Bobby,['Beny Jr'],7jgCNHC8qG0lOPzfK3d8lA,"['rap', 'urban', 'drill']",0.572,0.449,0,-9.709,1,0.374,0.705,0.0,0.109,0.766,95.076,Beny Jr,,,rap,urban,drill
1059,Cosmos (Antisistema Solar),['Love of Lesbian'],13dMmPukc9JfWVqH8Wx1oO,"['indie', 'rock', 'cantautor']",0.564,0.677,2,-6.051,1,0.0378,0.257,2.42e-05,0.143,0.294,139.986,Love of Lesbian,,,indie,rock,cantautor
1060,BEBÉ,"['Camilo', 'El Alfa']",7D7EH7MGyNHWSkqrszerI1,"['reggaeton', 'pop']",0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972,Camilo,El Alfa,,reggaeton,pop,
1061,A Mi Lado,['DANI'],6cvMmviJTZTBOFh2ohwZg6,"['hip hop', 'rap']",0.741,0.484,7,-8.143,1,0.547,0.58,0.0,0.154,0.632,86.383,DANI,,,hip hop,rap,
