,Track,Artists,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Artists_1,Artists_2,Artists_3,genres_1,genres_2,genres_3
1062,La mano de Dios (Homenaje a Diego Maradona),['Rodrigo'],5s8onl5Lw5q1AijP5BUm7G,"['cuarteto', 'rock', 'pop', 'cumbia villera']",0.395,0.855,5,-5.72,0,0.0618,0.784,1.11e-06,0.943,0.504,157.331,Rodrigo,,,cuarteto,rock,pop
1063,LA NOCHE DE ANOCHE,"['Bad Bunny', 'ROSALÍA']",2XIc1pqjXV3Cr2BQUGNBck,"['reggaeton', 'rap', 'latin']",0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,Bad Bunny,ROSALÍA,,reggaeton,rap,latin
1064,YO VISTO ASÍ,['Bad Bunny'],5fROvzNghPid8mbKNDYvpJ,"['reggaeton', 'rap', 'latin']",0.688,0.881,7,-4.889,0,0.0474,0.0947,0.0,0.0804,0.677,123.013,Bad Bunny,,,reggaeton,rap,latin
1065,TE MUDASTE,['Bad Bunny'],5RubKOuDoPn5Kj5TLVxSxY,"['reggaeton', 'rap', 'latin']",0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,Bad Bunny,,,reggaeton,rap,latin
1066,EL MUNDO ES MÍO,['Bad Bunny'],36DHxTW2xdr9GG15T9oK9L,"['reggaeton', 'rap', 'latin']",0.716,0.522,5,-6.834,1,0.0582,0.166,6.5e-05,0.113,0.224,76.993,Bad Bunny,,,reggaeton,rap,latin
1067,TE DESEO LO MEJOR,['Bad Bunny'],23XjN1s3DZC8Q9ZwuorYY4,"['reggaeton', 'rap', 'latin']",0.763,0.597,1,-5.054,1,0.0416,0.158,1.83e-05,0.111,0.194,126.054,Bad Bunny,,,reggaeton,rap,latin
1068,HACIENDO QUE ME AMAS,['Bad Bunny'],26QApq0cuO9brJigr0C0W4,"['reggaeton', 'rap', 'latin']",0.584,0.411,10,-7.147,0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934,Bad Bunny,,,reggaeton,rap,latin
1069,HOY COBRÉ,['Bad Bunny'],0tjZv2hChdHZCW1zFXpy1J,"['reggaeton', 'rap', 'latin']",0.86,0.725,11,-6.7,1,0.249,0.0464,9.1e-05,0.0994,0.375,145.001,Bad Bunny,,,reggaeton,rap,latin
1070,MALDITA POBREZA,['Bad Bunny'],0Lsis3LB0XAK6XlTHXaJk2,"['reggaeton', 'rap', 'latin']",0.762,0.861,4,-4.075,0,0.0652,0.139,1.08e-06,0.0956,0.588,133.037,Bad Bunny,,,reggaeton,rap,latin
1071,LA DROGA,['Bad Bunny'],67ACYA3UI6QMNtHX6b34wX,"['reggaeton', 'rap', 'latin']",0.643,0.727,1,-5.506,1,0.0389,0.0439,0.0,0.123,0.295,90.019,Bad Bunny,,,reggaeton,rap,latin
1072,BOOKER T,['Bad Bunny'],26w9NTiE9NGjW1ZvIOd1So,"['reggaeton', 'rap', 'latin']",0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903,Bad Bunny,,,reggaeton,rap,latin
1073,120,['Bad Bunny'],3KJ3opyV29269SXkPrc19l,"['reggaeton', 'rap', 'latin']",0.636,0.656,2,-5.542,0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,Bad Bunny,,,reggaeton,rap,latin
1074,ANTES QUE SE ACABE,['Bad Bunny'],7kjEqI6eZ7YlFrGhxixnlN,"['reggaeton', 'rap', 'latin']",0.693,0.549,2,-6.098,1,0.0577,0.505,4.73e-05,0.324,0.473,139.988,Bad Bunny,,,reggaeton,rap,latin
1075,SORRY PAPI,"['Bad Bunny', 'ABRA']",5jZ32WOU7sqzDYbzINwMUk,"['reggaeton', 'rap', 'latin']",0.612,0.561,1,-6.054,1,0.0851,0.0601,0.0,0.145,0.393,191.911,Bad Bunny,ABRA,,reggaeton,rap,latin
1076,TRELLAS,['Bad Bunny'],09WAnxdBuebQopKhJT3oZS,"['reggaeton', 'rap', 'latin']",0.43,0.412,2,-5.372,1,0.0281,0.2,0.0,0.324,0.0508,90.872,Bad Bunny,,,reggaeton,rap,latin
1077,CANTARES DE NAVIDAD,['Trio Vegabajeño'],2Iv6YBslkxslMJQsxshZh5,"['musica jibara', 'folk']",0.764,0.523,2,-7.371,1,0.0406,0.777,0.0,0.352,0.962,118.671,Trio Vegabajeño,,,musica jibara,folk,
1078,La Tirita,"['Belén Aguilera', 'Lola Indigo']",2ack8D0tjC7mzdDOg7ikQ5,['pop'],0.774,0.586,0,-8.392,1,0.0506,0.0155,1.67e-05,0.117,0.713,102.008,Belén Aguilera,Lola Indigo,,pop,,
1079,En Mute,"['Lérica', 'Cali Y El Dandee', 'Omar Montes']",5d0Xm7KIWwu4QPghrQl8G0,['pop'],0.757,0.892,0,-1.393,1,0.0454,0.0411,0.0,0.631,0.893,94.003,Lérica,Cali Y El Dandee,Omar Montes,pop,,
1080,Angels Like You,['Miley Cyrus'],1daDRI9ahBonbWD8YcxOIB,['pop'],0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,Miley Cyrus,,,pop,,
1081,Miedito o Qué? (feat. KAROL G),"['Ovy On The Drums', 'Danny Ocean']",7MoZgM6AsQaZw14WnKopuy,"['reggaeton', 'pop', 'rap', 'latin']",0.851,0.776,6,-3.254,1,0.0561,0.12,0.0,0.1,0.804,95.995,Ovy On The Drums,Danny Ocean,,reggaeton,pop,rap
1082,WTF Do I Know,['Miley Cyrus'],37PJvlIfYWqEX6fgjHlnTf,['pop'],0.564,0.849,4,-2.619,0,0.248,0.00255,0.0,0.269,0.634,157.905,Miley Cyrus,,,pop,,
1083,Wu Wu,"['Sen Senra', 'Feid']",1RCTlsE4iiRwHHq1VE4XrG,"['rap', 'urban']",0.658,0.491,4,-5.178,0,0.0638,0.399,0.0,0.134,0.408,109.98,Sen Senra,Feid,,rap,urban,
1084,Plastic Hearts,['Miley Cyrus'],6qCsKKS7Ol63SJW3LOIX5R,['pop'],0.551,0.756,2,-4.948,1,0.0652,0.0511,0.0,0.0765,0.618,175.984,Miley Cyrus,,,pop,,
1085,Night Crawling (feat. Billy Idol),['Miley Cyrus'],4U34WsyOvppOMnRfq7DuOy,['pop'],0.638,0.918,11,-4.368,1,0.0382,0.0378,0.00805,0.0948,0.668,134.022,Miley Cyrus,,,pop,,
1086,Gimme What I Want,['Miley Cyrus'],4v8jmsVox8VwU5js3JHOJZ,['pop'],0.659,0.765,0,-5.392,0,0.0591,0.0428,0.0,0.0783,0.41,89.983,Miley Cyrus,,,pop,,
1087,"Nathy Peluso: Bzrp Music Sessions, Vol. 36","['Bizarrap', 'Nathy Peluso']",78SeXVRJ7KCqVmOwTiFjnI,"['hip hop', 'pop', 'rap']",0.65,0.655,1,-3.71,0,0.405,0.25,0.0,0.0691,0.735,94.059,Bizarrap,Nathy Peluso,,hip hop,pop,rap
1088,Last Christmas,['Wham!'],2FRnf9qhLbvw8fu4IBXx78,"['pop', 'new romantic']",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,Wham!,,,pop,new romantic,
1089,Santa Tell Me,['Ariana Grande'],0lizgQ7Qw35od7CYaoMBZb,['pop'],0.525,0.621,7,-7.364,1,0.116,0.0489,0.0,0.294,0.591,191.9,Ariana Grande,,,pop,,
1090,Blinding Lights (with ROSALÍA) - Remix,['The Weeknd'],7MXgrcOQAJ5VwSNUL0lDd3,"['r&b', 'pop']",0.49,0.694,5,-5.793,0,0.0618,0.0133,4.62e-05,0.0946,0.249,170.903,The Weeknd,,,r&b,pop,
1091,TLC,"['Cruz Cafuné', 'Maikel Delacalle']",1MFPffey46xE0e2PQLSAup,['urban'],0.78,0.594,4,-6.91,0,0.0821,0.239,0.0,0.232,0.438,115.06,Cruz Cafuné,Maikel Delacalle,,urban,,
1092,No Me Llama,"['Zion & Lennox', 'Myke Towers']",4YqeXl57vJDYuEdcOL1vRD,"['reggaeton', 'hip hop', 'rap', 'latin']",0.688,0.751,0,-2.792,1,0.26,0.102,3.92e-06,0.0771,0.692,183.958,Zion & Lennox,Myke Towers,,reggaeton,hip hop,rap
1093,Nuestro Nombre,['Natalia Lacunza'],6NAYH4F6NJqL5lu14bEJSK,"['eurovision', 'pop', 'latin']",0.6,0.603,6,-5.819,1,0.0337,0.737,0.000979,0.101,0.344,78.059,Natalia Lacunza,,,eurovision,pop,latin
1094,Más De La Una,"['Piso 21', 'Maluma']",69Y5IZuBvGyzySFt5x7kCq,"['reggaeton', 'pop', 'rap', 'latin']",0.605,0.8,10,-3.018,1,0.312,0.518,0.000128,0.0763,0.732,92.284,Piso 21,Maluma,,reggaeton,pop,rap
1095,Lento,"['Mr Eazi', 'J Balvin']",2XghxCSGfhpGR2B3ahQXVr,"['hip hop', 'dancehall', 'pop']",0.87,0.721,10,-5.311,0,0.11,0.522,0.648,0.108,0.489,92.025,Mr Eazi,J Balvin,,hip hop,dancehall,pop
1096,Despertar,"['Estopa', 'Amaral']",16P23VQVCU9uTjw3c4bHzp,"['rumba', 'pop', 'flamenco']",0.412,0.643,11,-7.084,0,0.0479,0.375,0.0,0.113,0.191,92.203,Estopa,Amaral,,rumba,pop,flamenco
1097,No Me Acostumbro,"['Wisin', 'Ozuna', 'Reik', 'Los Legendarios', 'Miky Woodz']",1dFvzd0wivuzxU2BLcEynb,"['reggaeton', 'hip hop', 'rap', 'latin']",0.701,0.8,9,-2.904,1,0.129,0.381,0.0,0.13,0.706,180.057,Wisin,Ozuna,Reik,reggaeton,hip hop,rap
1098,Teach Me How To Love,['Shawn Mendes'],5LZtB6nxvjIhUoElp3Zqk0,['pop'],0.592,0.885,9,-4.944,0,0.0807,0.0505,2.38e-06,0.0843,0.731,98.991,Shawn Mendes,,,pop,,
1099,CARTIER DE MADERA,['Cruz Cafuné'],21tInnYsayOXYnoItATry9,['urban'],0.85,0.527,11,-10.834,1,0.306,0.253,0.000199,0.166,0.396,126.015,Cruz Cafuné,,,urban,,
1100,Volver,"['Miranda', 'Hard GZ', 'Dualy']",6rwYZI7sVX2fIdTmc27flL,"['hip hop', 'rap', 'urban']",0.652,0.677,1,-10.762,1,0.312,0.511,0.0,0.0788,0.451,100.02,Miranda,Hard GZ,Dualy,hip hop,rap,urban
1101,BEAST MODE,"['Cruz Cafuné', 'WE$T DUBAI']",6MPGwPHEhVt4CwSP7gFCq9,['urban'],0.879,0.505,4,-7.697,0,0.398,0.528,0.0,0.144,0.726,100.084,Cruz Cafuné,WE$T DUBAI,,urban,,
1102,STONE ISLAND,['Cruz Cafuné'],42TZor3sf5guhMPqX5sO8J,['urban'],0.816,0.425,1,-10.96,0,0.408,0.244,0.0,0.481,0.47,139.921,Cruz Cafuné,,,urban,,
1103,ISSEY MIYAKE,['Cruz Cafuné'],42SLXbOGY9PO3mEujah5Zo,['urban'],0.58,0.57,7,-7.503,1,0.339,0.752,0.000143,0.426,0.893,98.467,Cruz Cafuné,,,urban,,
1104,MAPA DE CALOR,['Cruz Cafuné'],4uJ2aIlLot069732NBjxNR,['urban'],0.776,0.546,2,-6.959,0,0.277,0.041,0.0,0.0773,0.655,156.805,Cruz Cafuné,,,urban,,
1105,It's Beginning to Look a Lot like Christmas,['Michael Bublé'],5a1iz510sv2W9Dt1MvFd5R,"['lounge', 'pop', 'adult standards', 'jazz']",0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,Michael Bublé,,,lounge,pop,adult standards
1106,Rockin' Around The Christmas Tree,['Brenda Lee'],2EjXfH91m7f8HiJN1yQg97,"['pop', 'jazz', 'rock', 'adult standards', 'easy listening', 'lounge']",0.589,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,Brenda Lee,,,pop,jazz,rock
1107,Feliz Navidad,['José Feliciano'],0oPdaY4dXtc3ZsaG17V972,['pop'],0.513,0.831,2,-9.004,1,0.0383,0.55,0.0,0.336,0.963,148.837,José Feliciano,,,pop,,
1108,It's the Most Wonderful Time of the Year,['Andy Williams'],5hslUAKq9I9CG2bAulFkHN,"['lounge', 'pop', 'adult standards', 'easy listening']",0.24,0.598,7,-8.435,1,0.0369,0.766,0.0,0.117,0.776,201.629,Andy Williams,,,lounge,pop,adult standards
1109,Mistletoe,['Justin Bieber'],7xapw9Oy21WpfEcib2ErSA,['pop'],0.657,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,161.993,Justin Bieber,,,pop,,
1110,Underneath the Tree,['Kelly Clarkson'],3YZE5qDV7u1ZD1gZc47ZeR,"['neo mellow', 'pop', 'rock', 'urban', 'talent show']",0.509,0.812,8,-5.439,1,0.0537,0.00128,1.99e-05,0.214,0.689,159.878,Kelly Clarkson,,,neo mellow,pop,rock
1111,Let It Snow! Let It Snow! Let It Snow!,['Dean Martin'],2uFaJJtFpPDc5Pa95XzTvg,"['lounge', 'adult standards', 'easy listening']",0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,Dean Martin,,,lounge,adult standards,easy listening
1112,Holly Jolly Christmas,['Michael Bublé'],5PuKlCjfEVIXl0ZBp5ZW9g,"['lounge', 'pop', 'adult standards', 'jazz']",0.647,0.465,7,-8.308,1,0.0428,0.865,0.0,0.0882,0.699,151.251,Michael Bublé,,,lounge,pop,adult standards
1113,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),['Frank Sinatra'],4kKdvXD0ez7jp1296JmAts,"['lounge', 'adult standards', 'easy listening']",0.652,0.259,2,-13.336,1,0.0595,0.903,0.0,0.362,0.836,142.169,Frank Sinatra,,,lounge,adult standards,easy listening
1114,Sleigh Ride,['The Ronettes'],5ASM6Qjiav2xPe7gRkQMsQ,"['classic girl group', 'soul', 'pop', 'adult standards', 'motown']",0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,The Ronettes,,,classic girl group,soul,pop
1115,11 RAZONES,['Aitana'],7Ed1gXqOXuOVKz36x1t8SM,"['pop', 'latin']",0.55,0.874,5,-3.937,1,0.0508,0.00599,0.0,0.214,0.348,166.011,Aitana,,,pop,latin,
1116,Si Me Tomo Una Cerveza,"['Migrantes', 'Alico']",3lCbsHaN1wCxyDzcNN2x4N,['pop'],0.72,0.613,1,-6.899,0,0.0572,0.185,0.0,0.155,0.857,84.974,Migrantes,Alico,,pop,,
1117,CORAZÓN SIN VIDA,"['Aitana', 'Sebastian Yatra']",3OL6rKs4tpYCdPZ9SEx50p,"['pop', 'latin']",0.48,0.572,2,-4.013,1,0.0412,0.169,0.0,0.0711,0.452,89.89,Aitana,Sebastian Yatra,,pop,latin,
1118,– (MENOS),"['Aitana', 'Alvaro Diaz', 'Pole.']",0Z2cPVHF1qwpfpAnSxOvnu,"['pop', 'latin']",0.631,0.82,8,-3.812,1,0.0398,0.0998,0.0,0.119,0.872,158.007,Aitana,Alvaro Diaz,Pole.,pop,latin,
1119,CUANDO TE FUISTE,"['Aitana', 'Natalia Lacunza']",3vrslkAmBQ4mvqfOX1Xc6Q,"['pop', 'latin']",0.594,0.833,7,-3.448,1,0.0769,0.00657,0.0,0.0705,0.536,159.889,Aitana,Natalia Lacunza,,pop,latin,
1120,+ (MÁS),"['Aitana', 'Cali Y El Dandee']",1MXzojJav1N4cREWTFm1iZ,"['pop', 'latin']",0.561,0.678,8,-4.23,1,0.0324,0.0996,0.0,0.125,0.662,160.042,Aitana,Cali Y El Dandee,,pop,latin,
1121,NO TE HAS IDO Y YA TE EXTRAÑO,['Aitana'],5XJIXRAM4ivaOitRM4NuE4,"['pop', 'latin']",0.488,0.807,9,-3.817,1,0.0873,0.0261,0.0,0.0919,0.23,75.29,Aitana,,,pop,latin,
1122,ESTUPIDEZ,"['Aitana', 'Beret']",2La58UY7zeXryNx0g6GIG2,"['pop', 'latin']",0.569,0.709,4,-3.958,1,0.0769,0.129,0.0,0.367,0.606,87.773,Aitana,Beret,,pop,latin,
1123,X (POR),['Aitana'],365Tuoe67LpDMy7G1L0pKk,"['pop', 'latin']",0.633,0.85,2,-2.707,1,0.0693,0.0405,1.28e-06,0.197,0.654,151.879,Aitana,,,pop,latin,
1124,÷ (DIVIDIDO),['Aitana'],4obZjmCnL1GrBPzPUwIgB9,"['pop', 'latin']",0.685,0.879,1,-3.267,1,0.0573,0.00579,0.0,0.0569,0.663,133.997,Aitana,,,pop,latin,
1125,= (IGUAL),['Aitana'],3ucHRbOnWonsQrelFHmmSA,"['pop', 'latin']",0.434,0.749,9,-4.551,1,0.0509,0.14,0.0,0.202,0.262,72.687,Aitana,,,pop,latin,
1126,SI NO VAS A VOLVER,['Aitana'],7es67JIZ333OB30dYfjfal,"['pop', 'latin']",0.697,0.667,8,-4.039,1,0.0332,0.00445,0.0,0.119,0.275,116.996,Aitana,,,pop,latin,
1127,La fiesta,['Pablo Alborán'],0EFWdMMuZjzJLTv6J18Ojp,"['pop', 'latin']",0.678,0.635,6,-8.813,0,0.219,0.56,0.0,0.226,0.706,100.054,Pablo Alborán,,,pop,latin,
1128,willow,['Taylor Swift'],0lx2cLdOt3piJbcaXIV74f,['pop'],0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,Taylor Swift,,,pop,,
1129,champagne problems,['Taylor Swift'],0sY6ZUTh4yoctD8VIXz339,['pop'],0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,Taylor Swift,,,pop,,
1130,Verte,"['Nicki Nicole', 'Dread Mar I', 'Bizarrap']",2mMZAd3ol9wGI2WJl4XJCF,"['r&b', 'hip hop', 'rap']",0.773,0.668,4,-4.254,0,0.366,0.374,0.0,0.0763,0.741,150.043,Nicki Nicole,Dread Mar I,Bizarrap,r&b,hip hop,rap
1131,Al filo,['FERNANDOCOSTA'],4bp2lS1LSotJkXHxngiJxn,"['hip hop', 'rap']",0.707,0.721,2,-7.81,1,0.369,0.108,0.0,0.0954,0.468,91.0,FERNANDOCOSTA,,,hip hop,rap,
1132,"no body, no crime (feat. HAIM)",['Taylor Swift'],3RaT22zZsxVYxxKR7TAaYF,['pop'],0.546,0.613,7,-7.589,0,0.0264,0.418,0.0,0.103,0.535,79.015,Taylor Swift,,,pop,,
1133,gold rush,['Taylor Swift'],5BK0uqwY9DNfZ630STAEaq,['pop'],0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,Taylor Swift,,,pop,,
1134,Desnudarte,"['Brytiago', 'Jay Wheeler']",3wrBFPDRyIGyGXxGSc970M,"['reggaeton', 'hip hop', 'rap', 'latin']",0.863,0.527,10,-6.261,1,0.216,0.377,3.7e-06,0.0946,0.599,90.99,Brytiago,Jay Wheeler,,reggaeton,hip hop,rap
1135,De Vuelta Pa' La Vuelta,"['Daddy Yankee', 'Marc Anthony']",7AUhck1sPy11OExQmDDx4P,"['reggaeton', 'hip hop', 'rap', 'latin']",0.665,0.94,5,-3.606,1,0.0553,0.434,0.0,0.0914,0.752,93.725,Daddy Yankee,Marc Anthony,,reggaeton,hip hop,rap
1136,‘tis the damn season,['Taylor Swift'],7dW84mWkdWE5a6lFWxJCBG,['pop'],0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,Taylor Swift,,,pop,,
1137,Cosa de Dos,"['SHB', 'Morad']",4twCtcHuR5RePZF5tHDJKc,"['rap', 'urban']",0.471,0.755,4,-7.188,1,0.461,0.314,0.0,0.473,0.608,150.47,SHB,Morad,,rap,urban,
1138,Algo Mejor,"['Maka', 'Juancho Marqués']",2MOLOFriBYS30s0lO052qe,"['urban', 'flamenco']",0.544,0.605,8,-7.576,0,0.182,0.0665,0.000143,0.106,0.373,180.03,Maka,Juancho Marqués,,urban,flamenco,
1139,tolerate it,['Taylor Swift'],0PurA4JVJ8YQgSVopY8fn6,['pop'],0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,Taylor Swift,,,pop,,
1140,Que siempre sea verano,['Pablo Alborán'],05WGuzxCek5NSKjMVLeJSz,"['pop', 'latin']",0.412,0.205,10,-12.977,1,0.0432,0.809,0.0,0.0957,0.458,79.552,Pablo Alborán,,,pop,latin,
1141,Dicen,['Pablo Alborán'],5g0RKQ3VOjWqPy5xOIEosd,"['pop', 'latin']",0.713,0.546,11,-9.865,0,0.0985,0.122,0.0,0.0811,0.691,134.981,Pablo Alborán,,,pop,latin,
1142,De carne y hueso,['Pablo Alborán'],7Mx7KgCAK3OLsymBWYl25e,"['pop', 'latin']",0.854,0.548,10,-8.514,1,0.11,0.522,0.0,0.113,0.672,141.958,Pablo Alborán,,,pop,latin,
1143,happiness,['Taylor Swift'],73YUReisjb3A9ActdLLjJQ,['pop'],0.559,0.334,11,-10.733,1,0.0376,0.87,0.0,0.114,0.211,122.079,Taylor Swift,,,pop,,
1144,Una Noche,"['Liderj', 'Rvfv']",47HHQSDj9RGV6NHHybilQ3,"['urban', 'flamenco']",0.783,0.672,8,-7.829,0,0.071,0.749,0.00828,0.236,0.755,99.905,Liderj,Rvfv,,urban,flamenco,
1145,Malabares,['Pablo Alborán'],1ulWiH113nexbykR6IL8mo,"['pop', 'latin']",0.74,0.563,7,-11.134,1,0.37,0.285,0.000388,0.0962,0.525,124.951,Pablo Alborán,,,pop,latin,
1146,Fernando Alonso,"['El Jhota', 'Camin']",7gatSZfAOubg3wjlKXYpM9,"['urban', 'electro']",0.813,0.897,7,-4.778,0,0.0541,0.121,0.00106,0.126,0.899,137.981,El Jhota,Camin,,urban,electro,
1147,GIRL LIKE ME,"['Black Eyed Peas', 'Shakira']",1zLBsSVxETQOfINOLYvT5m,"['pop', 'rap']",0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,Black Eyed Peas,Shakira,,pop,rap,
1148,Shars 2020,['Al Safir'],036QM4rIhz7A7n66IWA7Ej,"['rap', 'urban']",0.69,0.587,0,-8.506,0,0.279,0.241,1.87e-06,0.0863,0.468,95.003,Al Safir,,,rap,urban,
1149,Me Olvidé De Los 2,['Rels B'],02qcrVQ61nS94wWvLaiXGf,"['r&b', 'hip hop', 'rap', 'urban']",0.722,0.37,8,-8.826,1,0.203,0.525,5.06e-06,0.146,0.306,97.059,Rels B,,,r&b,hip hop,rap
1150,Extasy,['Myke Towers'],4hnwfhQbZKaNpC1q9zgB4A,['rap'],0.527,0.667,0,-4.97,1,0.262,0.287,0.039,0.113,0.463,97.959,Myke Towers,,,rap,,
1151,Mi Ex,['Myke Towers'],5ohoKvnOts2U2igkCZow9z,['rap'],0.81,0.683,10,-7.497,1,0.202,0.373,6.42e-05,0.126,0.247,90.04,Myke Towers,,,rap,,
1152,Explícito,['Myke Towers'],6qraVL4IJaIj0IuEexYJNa,['rap'],0.828,0.83,2,-3.371,1,0.047,0.348,1.6e-05,0.0613,0.422,95.007,Myke Towers,,,rap,,
1153,Snowman,['Sia'],7uoFMmxln0GPXQ0AcCBXRq,"['australian dance', 'pop']",0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,Sia,,,australian dance,pop,
1154,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","['Jay Wheeler', 'Myke Towers', 'Rauw Alejandro']",7LE1K0lZyRFZjSlrnm7lfD,"['reggaeton', 'rap', 'latin']",0.841,0.674,2,-5.35,1,0.0962,0.104,0.0,0.131,0.761,90.007,Jay Wheeler,Myke Towers,Rauw Alejandro,reggaeton,rap,latin
1155,Déjà vu,"['Natos y Waor', 'Recycled J']",3rFbl0HsJkxOQFmPH30vbc,"['hip hop', 'rap', 'urban']",0.766,0.57,2,-8.091,1,0.268,0.0087,0.0,0.113,0.303,85.967,Natos y Waor,Recycled J,,hip hop,rap,urban
1156,Lo Real,"['Hard GZ', 'Nikone', 'Dualy']",6Z1tZjQzSgEVoLYc5FE7pw,"['hip hop', 'rap']",0.684,0.567,3,-10.766,1,0.128,0.297,1.92e-06,0.096,0.575,100.095,Hard GZ,Nikone,Dualy,hip hop,rap,
1157,"Hola, mi amor (feat. Lérica, Junco)",['Nyno Vargas'],2TVnFqFnCki0TWhyzCYGtr,"['pop', 'flamenco', 'hip hop', 'rumba', 'urban']",0.726,0.92,5,-2.988,1,0.0995,0.115,0.0,0.227,0.755,89.962,Nyno Vargas,,,pop,flamenco,hip hop
1158,Kiyaera,"['Soto Asa', 'Bad Gyal']",4EwlvJmJjG3FkOPUbhQ3wR,['urban'],0.757,0.767,1,-3.978,1,0.311,0.146,0.00155,0.136,0.707,184.018,Soto Asa,Bad Gyal,,urban,,
1159,"A Mi También ft. Alvaro Diaz, Feid",['Tainy'],5Bc130ZswADfOY9bxk1y98,"['rap', 'reggaeton', 'pop', 'hip hop', 'latin']",0.761,0.644,9,-4.496,1,0.0523,0.344,1.55e-06,0.274,0.696,83.986,Tainy,,,rap,reggaeton,pop
1160,"La Curiosidad (feat. Dj Nelson, Arcangel, Zion & Lennox, De La Ghetto & Brray) - Red Grand Prix Remix","['Jay Wheeler', 'Myke Towers', 'Becky G']",5E97zd7EDczPvQ6GRNr6y2,"['reggaeton', 'rap', 'latin']",0.745,0.717,11,-5.255,0,0.213,0.23,0.0,0.223,0.741,179.952,Jay Wheeler,Myke Towers,Becky G,reggaeton,rap,latin
1161,Singapur (Remix),"['El Alfa', 'Chencho Corleone', 'Farruko', 'Justin Quiles', 'Myke Towers']",0lCHRVlRZCEyLj3Gkc1nv1,"['reggaeton', 'latin', 'rap', 'dembow']",0.864,0.766,2,-5.915,1,0.158,0.452,0.000428,0.0811,0.653,112.987,El Alfa,Chencho Corleone,Farruko,reggaeton,latin,rap
1162,AYNEA REMIX,"['FMK', 'Maria Becerra', 'Beret']",5dDxdj2MrqrYCGzqXfJycL,['rap'],0.618,0.499,0,-5.368,1,0.0952,0.0437,0.0,0.224,0.445,171.924,FMK,Maria Becerra,Beret,rap,,
1163,Hasta Abajo,"['Kevin Roldan', 'Bryant Myers', 'Lyanno']",4PEfJZpVjdclfzZ9XO8uDw,"['reggaeton', 'hip hop', 'rap', 'latin']",0.714,0.671,5,-5.119,1,0.362,0.289,0.0,0.325,0.641,169.732,Kevin Roldan,Bryant Myers,Lyanno,reggaeton,hip hop,rap
1164,Afterglow,['Ed Sheeran'],0E4Y1XIbs8GrAT1YqVy6dq,['pop'],0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,Ed Sheeran,,,pop,,
1165,Amigos,['Galvan Real'],78OSjd1nAuqqFIH6LJAQGj,"['urban', 'flamenco']",0.743,0.786,3,-4.285,0,0.0644,0.172,0.0,0.128,0.599,96.903,Galvan Real,,,urban,flamenco,
1166,Happy Xmas (War Is Over) - Remastered 2010,"['John Lennon', 'Yoko Ono']",27RYrbL6S02LNVhDWVl38b,"['beatlesque', 'mellow gold', 'rock', 'folk']",0.321,0.64,2,-10.023,1,0.0324,0.28,0.0,0.718,0.414,146.172,John Lennon,Yoko Ono,,beatlesque,mellow gold,rock
1167,"Navidad, Navidad",['Luis Miguel'],683fOEDnFrDuFM9oMpuEhK,"['pop', 'latin', 'bolero']",0.508,0.843,7,-3.52,0,0.155,0.355,0.0,0.156,0.748,173.058,Luis Miguel,,,pop,latin,bolero
1168,Ya es Navidad Popurrí: Ya es Navidad- Zúmbale a la pandereta - Ya vienen los Reyes Magos - Arre Borriquito - Ya es Navidad,['Raya Real'],58uudyh1lw0OOIFUYH8NRA,"['pop', 'flamenco', 'rumba', 'villancicos', 'sevillanas']",0.795,0.818,11,-6.757,1,0.197,0.148,0.0,0.072,0.796,102.487,Raya Real,,,pop,flamenco,rumba
